Time 	 R1 	 R2 	 R3 	 R4 	 R5
25.62 	 997 	 2202 	 4163 	 2187 	 665
25.63 	 986 	 2186 	 4181 	 2205 	 664
25.63 	 994 	 2178 	 4158 	 2197 	 659
25.64 	 997 	 2167 	 4151 	 2200 	 665
25.64 	 998 	 2169 	 4159 	 2203 	 661
25.65 	 1004 	 2170 	 4158 	 2208 	 660
25.65 	 1006 	 2173 	 4152 	 2206 	 667
25.66 	 1004 	 2175 	 4163 	 2193 	 665
25.66 	 993 	 2188 	 4163 	 2196 	 668
25.66 	 994 	 2188 	 4151 	 2194 	 675
25.67 	 1018 	 2180 	 4137 	 2187 	 684
25.67 	 1026 	 2187 	 4132 	 2192 	 681
25.68 	 1009 	 2176 	 4152 	 2196 	 687
25.68 	 1007 	 2187 	 4158 	 2208 	 692
25.69 	 1018 	 2178 	 4159 	 2219 	 696
25.69 	 1005 	 2168 	 4164 	 2211 	 694
25.70 	 1013 	 2172 	 4150 	 2214 	 691
25.70 	 1025 	 2174 	 4131 	 2225 	 693
25.71 	 1012 	 2176 	 4129 	 2216 	 695
25.71 	 1014 	 2176 	 4126 	 2200 	 698
25.72 	 1007 	 2185 	 4110 	 2190 	 690
25.72 	 1008 	 2188 	 4098 	 2199 	 685
25.73 	 1017 	 2181 	 4083 	 2195 	 680
25.73 	 1015 	 2162 	 4064 	 2203 	 672
25.74 	 1028 	 2172 	 4063 	 2203 	 668
25.74 	 1035 	 2193 	 4054 	 2216 	 664
25.75 	 1035 	 2182 	 4065 	 2214 	 650
25.75 	 1015 	 2183 	 4061 	 2224 	 651
25.76 	 1029 	 2170 	 4057 	 2242 	 652
25.76 	 1025 	 2171 	 4059 	 2250 	 657
25.77 	 1000 	 2161 	 4070 	 2252 	 661
25.77 	 995 	 2147 	 4072 	 2271 	 653
25.78 	 995 	 2146 	 4089 	 2262 	 658
25.78 	 1004 	 2148 	 4094 	 2256 	 656
25.79 	 1001 	 2136 	 4091 	 2245 	 659
25.79 	 1023 	 2135 	 4095 	 2256 	 665
25.80 	 1004 	 2134 	 4095 	 2243 	 670
25.80 	 1008 	 2159 	 4100 	 2235 	 678
25.81 	 1014 	 2169 	 4098 	 2228 	 685
25.81 	 1019 	 2164 	 4092 	 2241 	 688
25.82 	 1030 	 2144 	 4083 	 2244 	 691
25.82 	 1010 	 2130 	 4084 	 2236 	 692
25.83 	 989 	 2146 	 4077 	 2243 	 691
25.83 	 1009 	 2135 	 4064 	 2235 	 701
25.83 	 1008 	 2119 	 4055 	 2232 	 704
25.84 	 1014 	 2105 	 4054 	 2237 	 696
25.84 	 1013 	 2107 	 4055 	 2241 	 680
25.85 	 1003 	 2108 	 4051 	 2217 	 683
25.85 	 997 	 2098 	 4048 	 2216 	 681
25.86 	 1006 	 2082 	 4041 	 2207 	 688
25.86 	 998 	 2080 	 4048 	 2198 	 686
25.87 	 981 	 2084 	 4052 	 2197 	 690
25.87 	 972 	 2083 	 4065 	 2182 	 698
25.88 	 979 	 2066 	 4054 	 2178 	 695
25.88 	 976 	 2060 	 4049 	 2196 	 703
25.89 	 954 	 2070 	 4031 	 2185 	 700
25.89 	 932 	 2068 	 4030 	 2197 	 699
25.90 	 919 	 2056 	 4034 	 2195 	 692
25.90 	 951 	 2058 	 4037 	 2197 	 687
25.91 	 965 	 2056 	 4024 	 2196 	 695
25.91 	 969 	 2056 	 4033 	 2206 	 686
25.92 	 991 	 2064 	 4027 	 2208 	 678
25.92 	 987 	 2070 	 4033 	 2202 	 674
25.93 	 977 	 2075 	 4022 	 2192 	 676
25.93 	 1002 	 2062 	 4034 	 2188 	 684
25.94 	 990 	 2052 	 4019 	 2197 	 686
25.94 	 968 	 2058 	 4015 	 2200 	 683
25.95 	 985 	 2066 	 4010 	 2199 	 682
25.95 	 965 	 2049 	 4002 	 2183 	 679
25.96 	 933 	 2038 	 4009 	 2174 	 680
25.96 	 945 	 2038 	 4012 	 2178 	 675
25.97 	 934 	 2049 	 4014 	 2185 	 670
25.97 	 941 	 2046 	 4029 	 2160 	 672
25.98 	 959 	 2039 	 4027 	 2159 	 672
25.98 	 968 	 2028 	 4025 	 2175 	 674
25.99 	 969 	 2014 	 4025 	 2192 	 666
25.99 	 983 	 1993 	 4041 	 2199 	 662
26.00 	 980 	 1992 	 4026 	 2199 	 663
26.00 	 962 	 1990 	 4012 	 2194 	 660
26.01 	 977 	 1991 	 4013 	 2180 	 669
26.01 	 984 	 1997 	 4017 	 2181 	 667
26.02 	 970 	 2004 	 4014 	 2183 	 671
26.02 	 984 	 2010 	 3999 	 2207 	 666
26.03 	 978 	 2017 	 4007 	 2203 	 667
26.03 	 974 	 2013 	 3998 	 2212 	 667
26.04 	 965 	 2022 	 3983 	 2210 	 672
26.04 	 980 	 2036 	 3973 	 2200 	 671
26.05 	 970 	 2036 	 3992 	 2229 	 679
26.05 	 957 	 2022 	 3989 	 2242 	 682
26.06 	 955 	 2017 	 3994 	 2233 	 681
26.06 	 954 	 2019 	 3978 	 2225 	 688
26.07 	 964 	 2028 	 3977 	 2222 	 681
26.07 	 968 	 2032 	 3979 	 2216 	 677
26.08 	 966 	 2022 	 3981 	 2208 	 673
26.08 	 953 	 2008 	 3976 	 2216 	 673
26.09 	 942 	 2010 	 3997 	 2213 	 674
26.09 	 973 	 1989 	 3996 	 2235 	 673
26.10 	 976 	 1979 	 4001 	 2247 	 673
26.10 	 986 	 1991 	 3994 	 2251 	 670
26.11 	 974 	 1972 	 3971 	 2251 	 664
26.11 	 979 	 1958 	 3962 	 2245 	 664
26.12 	 966 	 1964 	 3957 	 2235 	 668
26.12 	 977 	 1965 	 3956 	 2214 	 662
26.13 	 984 	 1972 	 3948 	 2207 	 667
26.13 	 993 	 1988 	 3944 	 2203 	 666
26.14 	 972 	 1976 	 3955 	 2215 	 664
26.14 	 938 	 1978 	 3949 	 2220 	 661
26.15 	 946 	 1966 	 3952 	 2238 	 656
26.15 	 945 	 1963 	 3938 	 2229 	 651
26.16 	 943 	 1965 	 3931 	 2231 	 656
26.16 	 911 	 1966 	 3909 	 2212 	 654
26.16 	 911 	 1950 	 3885 	 2208 	 648
26.17 	 915 	 1959 	 3884 	 2217 	 649
26.18 	 927 	 1968 	 3891 	 2230 	 656
26.18 	 921 	 1968 	 3900 	 2226 	 661
26.19 	 935 	 1975 	 3892 	 2239 	 659
26.19 	 930 	 1966 	 3900 	 2249 	 659
26.20 	 929 	 1962 	 3892 	 2245 	 662
26.20 	 940 	 1963 	 3883 	 2253 	 657
26.21 	 916 	 1963 	 3883 	 2265 	 655
26.21 	 918 	 1958 	 3873 	 2256 	 665
26.22 	 926 	 1944 	 3875 	 2271 	 668
26.22 	 929 	 1944 	 3879 	 2260 	 674
26.23 	 942 	 1924 	 3867 	 2262 	 681
26.23 	 933 	 1926 	 3854 	 2244 	 677
26.23 	 927 	 1943 	 3847 	 2229 	 676
26.24 	 949 	 1948 	 3849 	 2240 	 674
26.24 	 937 	 1946 	 3861 	 2240 	 670
26.25 	 922 	 1957 	 3853 	 2232 	 676
26.26 	 955 	 1950 	 3862 	 2220 	 673
26.26 	 964 	 1949 	 3855 	 2225 	 671
26.27 	 968 	 1934 	 3873 	 2228 	 671
26.27 	 970 	 1951 	 3876 	 2233 	 662
26.27 	 974 	 1934 	 3858 	 2235 	 671
26.28 	 962 	 1929 	 3865 	 2239 	 671
26.29 	 966 	 1924 	 3863 	 2230 	 675
26.29 	 960 	 1931 	 3859 	 2240 	 674
26.30 	 961 	 1913 	 3868 	 2243 	 663
26.30 	 952 	 1912 	 3868 	 2250 	 664
26.31 	 990 	 1905 	 3874 	 2245 	 664
26.31 	 979 	 1919 	 3882 	 2246 	 664
26.32 	 979 	 1922 	 3869 	 2247 	 659
26.32 	 999 	 1906 	 3842 	 2248 	 659
26.33 	 990 	 1910 	 3840 	 2244 	 660
26.33 	 972 	 1911 	 3845 	 2231 	 655
26.34 	 981 	 1918 	 3842 	 2235 	 646
26.34 	 964 	 1932 	 3847 	 2238 	 647
26.35 	 950 	 1929 	 3858 	 2228 	 649
26.35 	 970 	 1924 	 3860 	 2228 	 648
26.36 	 981 	 1932 	 3844 	 2211 	 646
26.36 	 984 	 1926 	 3850 	 2215 	 645
26.37 	 969 	 1931 	 3844 	 2212 	 656
26.37 	 973 	 1925 	 3836 	 2218 	 666
26.38 	 967 	 1942 	 3832 	 2235 	 672
26.38 	 987 	 1935 	 3823 	 2230 	 673
26.39 	 1011 	 1937 	 3827 	 2239 	 670
26.39 	 987 	 1938 	 3813 	 2246 	 668
26.40 	 968 	 1939 	 3812 	 2240 	 655
26.40 	 967 	 1933 	 3810 	 2237 	 661
26.41 	 953 	 1923 	 3806 	 2245 	 657
26.41 	 925 	 1921 	 3802 	 2246 	 654
26.42 	 930 	 1915 	 3800 	 2236 	 653
26.42 	 941 	 1906 	 3785 	 2228 	 654
26.43 	 959 	 1896 	 3770 	 2251 	 648
26.43 	 969 	 1890 	 3770 	 2257 	 646
26.44 	 960 	 1879 	 3760 	 2257 	 648
26.44 	 966 	 1880 	 3759 	 2251 	 644
26.45 	 955 	 1873 	 3764 	 2246 	 644
26.45 	 957 	 1900 	 3773 	 2255 	 639
26.46 	 963 	 1878 	 3762 	 2240 	 635
26.46 	 957 	 1874 	 3762 	 2239 	 636
26.47 	 942 	 1875 	 3747 	 2230 	 642
26.47 	 942 	 1871 	 3741 	 2226 	 650
26.48 	 937 	 1874 	 3752 	 2224 	 657
26.48 	 943 	 1868 	 3754 	 2217 	 660
26.49 	 948 	 1870 	 3755 	 2227 	 656
26.49 	 945 	 1884 	 3757 	 2237 	 655
26.50 	 941 	 1874 	 3753 	 2242 	 660
26.50 	 946 	 1867 	 3752 	 2250 	 661
26.51 	 946 	 1874 	 3756 	 2241 	 659
26.51 	 961 	 1876 	 3759 	 2228 	 662
26.52 	 949 	 1869 	 3761 	 2229 	 662
26.52 	 936 	 1883 	 3750 	 2227 	 664
26.53 	 949 	 1902 	 3722 	 2234 	 665
26.53 	 953 	 1924 	 3732 	 2239 	 666
26.54 	 967 	 1907 	 3738 	 2228 	 670
26.54 	 972 	 1877 	 3740 	 2230 	 663
26.55 	 960 	 1877 	 3747 	 2251 	 663
26.55 	 931 	 1870 	 3735 	 2233 	 663
26.56 	 935 	 1856 	 3746 	 2239 	 664
26.56 	 929 	 1847 	 3758 	 2249 	 665
26.57 	 899 	 1835 	 3741 	 2236 	 661
26.57 	 889 	 1853 	 3755 	 2226 	 653
26.58 	 904 	 1847 	 3761 	 2214 	 654
26.58 	 918 	 1835 	 3751 	 2208 	 656
26.59 	 926 	 1822 	 3750 	 2205 	 643
26.59 	 936 	 1823 	 3740 	 2207 	 634
26.60 	 928 	 1840 	 3712 	 2206 	 632
26.60 	 933 	 1842 	 3708 	 2188 	 641
26.61 	 940 	 1823 	 3701 	 2183 	 647
26.61 	 947 	 1827 	 3716 	 2180 	 648
26.62 	 948 	 1848 	 3702 	 2193 	 659
26.62 	 941 	 1852 	 3701 	 2189 	 657
26.63 	 919 	 1854 	 3695 	 2193 	 655
26.63 	 900 	 1866 	 3697 	 2185 	 652
26.64 	 902 	 1850 	 3696 	 2187 	 651
26.64 	 892 	 1853 	 3684 	 2199 	 658
26.65 	 901 	 1857 	 3696 	 2190 	 656
26.65 	 891 	 1840 	 3690 	 2202 	 663
26.66 	 890 	 1836 	 3695 	 2188 	 655
26.66 	 877 	 1837 	 3692 	 2211 	 659
26.67 	 875 	 1843 	 3694 	 2205 	 655
26.68 	 887 	 1857 	 3692 	 2193 	 655
26.68 	 916 	 1862 	 3710 	 2201 	 655
26.69 	 924 	 1861 	 3704 	 2180 	 659
26.69 	 919 	 1863 	 3712 	 2163 	 659
26.70 	 907 	 1853 	 3703 	 2162 	 663
26.70 	 928 	 1843 	 3710 	 2154 	 667
26.71 	 934 	 1836 	 3716 	 2159 	 663
26.71 	 943 	 1817 	 3717 	 2173 	 662
26.72 	 959 	 1817 	 3727 	 2173 	 662
26.72 	 952 	 1813 	 3726 	 2158 	 663
26.73 	 929 	 1815 	 3728 	 2151 	 661
26.73 	 926 	 1803 	 3723 	 2156 	 656
26.74 	 933 	 1802 	 3721 	 2165 	 669
26.74 	 957 	 1798 	 3712 	 2174 	 673
26.75 	 955 	 1800 	 3726 	 2179 	 674
26.75 	 952 	 1810 	 3733 	 2193 	 676
26.76 	 957 	 1801 	 3718 	 2197 	 675
26.76 	 961 	 1799 	 3724 	 2188 	 680
26.77 	 945 	 1809 	 3703 	 2191 	 686
26.77 	 936 	 1799 	 3685 	 2176 	 686
26.78 	 948 	 1798 	 3683 	 2176 	 693
26.78 	 945 	 1797 	 3702 	 2172 	 690
26.79 	 952 	 1780 	 3703 	 2165 	 688
26.79 	 958 	 1770 	 3711 	 2167 	 690
26.80 	 947 	 1782 	 3687 	 2158 	 690
26.80 	 946 	 1775 	 3687 	 2157 	 691
26.81 	 947 	 1756 	 3701 	 2159 	 685
26.81 	 946 	 1760 	 3698 	 2171 	 689
26.82 	 951 	 1774 	 3698 	 2172 	 689
26.82 	 967 	 1779 	 3710 	 2155 	 687
26.83 	 947 	 1773 	 3701 	 2160 	 679
26.83 	 969 	 1768 	 3698 	 2163 	 680
26.84 	 976 	 1780 	 3684 	 2173 	 681
26.84 	 950 	 1772 	 3685 	 2167 	 680
26.85 	 942 	 1786 	 3695 	 2167 	 682
26.85 	 934 	 1767 	 3698 	 2172 	 681
26.86 	 932 	 1787 	 3696 	 2169 	 680
26.86 	 921 	 1785 	 3719 	 2158 	 683
26.87 	 928 	 1790 	 3723 	 2175 	 686
26.87 	 953 	 1773 	 3725 	 2174 	 693
26.88 	 955 	 1762 	 3713 	 2179 	 699
26.88 	 935 	 1750 	 3717 	 2174 	 702
26.89 	 938 	 1751 	 3712 	 2179 	 698
26.90 	 937 	 1745 	 3713 	 2174 	 701
26.90 	 950 	 1716 	 3697 	 2172 	 701
26.91 	 953 	 1711 	 3686 	 2182 	 704
26.91 	 958 	 1725 	 3695 	 2178 	 714
26.92 	 963 	 1747 	 3701 	 2169 	 712
26.92 	 982 	 1732 	 3719 	 2177 	 708
26.93 	 972 	 1757 	 3730 	 2178 	 709
26.93 	 946 	 1770 	 3723 	 2170 	 697
26.94 	 955 	 1766 	 3698 	 2174 	 699
26.94 	 981 	 1753 	 3711 	 2163 	 698
26.95 	 964 	 1767 	 3698 	 2155 	 700
26.95 	 938 	 1764 	 3687 	 2157 	 702
26.96 	 955 	 1758 	 3672 	 2153 	 700
26.96 	 963 	 1762 	 3678 	 2149 	 704
26.97 	 956 	 1767 	 3678 	 2139 	 696
26.97 	 964 	 1766 	 3666 	 2135 	 699
26.98 	 974 	 1777 	 3662 	 2140 	 693
26.98 	 968 	 1762 	 3671 	 2135 	 688
26.99 	 959 	 1742 	 3674 	 2144 	 693
26.99 	 954 	 1739 	 3676 	 2134 	 695
27.00 	 956 	 1742 	 3670 	 2121 	 697
27.00 	 968 	 1749 	 3669 	 2120 	 702
27.01 	 985 	 1738 	 3666 	 2124 	 699
27.01 	 990 	 1754 	 3644 	 2131 	 693
27.02 	 975 	 1729 	 3645 	 2116 	 691
27.02 	 957 	 1709 	 3629 	 2097 	 688
27.03 	 981 	 1701 	 3624 	 2101 	 691
27.04 	 987 	 1684 	 3617 	 2105 	 683
27.04 	 980 	 1691 	 3609 	 2102 	 682
27.05 	 981 	 1693 	 3592 	 2127 	 679
27.05 	 979 	 1693 	 3588 	 2126 	 682
27.06 	 971 	 1684 	 3579 	 2134 	 680
27.06 	 960 	 1680 	 3584 	 2124 	 682
27.07 	 972 	 1666 	 3580 	 2126 	 680
27.07 	 957 	 1682 	 3582 	 2134 	 677
27.08 	 950 	 1676 	 3584 	 2113 	 679
27.08 	 942 	 1691 	 3564 	 2110 	 683
27.09 	 937 	 1718 	 3567 	 2103 	 689
27.09 	 932 	 1720 	 3560 	 2096 	 682
27.10 	 952 	 1725 	 3560 	 2097 	 682
27.10 	 970 	 1736 	 3572 	 2117 	 687
27.11 	 984 	 1737 	 3568 	 2108 	 683
27.11 	 996 	 1736 	 3563 	 2109 	 678
27.12 	 992 	 1734 	 3576 	 2103 	 687
27.12 	 994 	 1726 	 3569 	 2092 	 675
27.13 	 981 	 1739 	 3593 	 2086 	 677
27.13 	 994 	 1750 	 3600 	 2094 	 678
27.14 	 998 	 1738 	 3616 	 2095 	 683
27.14 	 1010 	 1737 	 3608 	 2107 	 690
27.15 	 1010 	 1729 	 3607 	 2108 	 688
27.15 	 1019 	 1745 	 3591 	 2101 	 696
27.16 	 997 	 1733 	 3596 	 2099 	 695
27.16 	 985 	 1723 	 3603 	 2111 	 704
27.17 	 988 	 1730 	 3592 	 2121 	 707
27.17 	 975 	 1725 	 3584 	 2116 	 706
27.18 	 962 	 1711 	 3586 	 2109 	 708
27.19 	 945 	 1704 	 3577 	 2109 	 701
27.19 	 954 	 1714 	 3560 	 2093 	 697
27.20 	 938 	 1719 	 3562 	 2091 	 694
27.20 	 949 	 1718 	 3568 	 2081 	 698
27.21 	 979 	 1751 	 3559 	 2086 	 697
27.21 	 1011 	 1757 	 3547 	 2099 	 694
27.22 	 1012 	 1764 	 3548 	 2085 	 691
27.22 	 1013 	 1753 	 3545 	 2078 	 693
27.23 	 1006 	 1750 	 3542 	 2075 	 697
27.23 	 983 	 1750 	 3533 	 2071 	 697
27.24 	 968 	 1735 	 3520 	 2056 	 691
27.24 	 932 	 1741 	 3518 	 2051 	 692
27.25 	 928 	 1729 	 3518 	 2058 	 693
27.25 	 939 	 1726 	 3499 	 2057 	 689
27.26 	 935 	 1727 	 3490 	 2062 	 684
27.27 	 941 	 1721 	 3486 	 2066 	 684
27.27 	 955 	 1696 	 3483 	 2069 	 677
27.28 	 952 	 1704 	 3475 	 2068 	 675
27.28 	 953 	 1689 	 3483 	 2062 	 667
27.29 	 982 	 1682 	 3482 	 2069 	 669
27.29 	 977 	 1679 	 3485 	 2062 	 665
27.30 	 1017 	 1683 	 3463 	 2064 	 665
27.30 	 1019 	 1696 	 3462 	 2065 	 674
27.31 	 1011 	 1695 	 3453 	 2067 	 668
27.31 	 997 	 1697 	 3452 	 2059 	 669
27.32 	 978 	 1692 	 3457 	 2040 	 669
27.32 	 982 	 1692 	 3464 	 2041 	 671
27.33 	 1003 	 1684 	 3476 	 2035 	 682
27.33 	 995 	 1694 	 3476 	 2037 	 680
27.34 	 973 	 1684 	 3483 	 2044 	 680
27.34 	 959 	 1692 	 3475 	 2053 	 685
27.35 	 966 	 1681 	 3486 	 2054 	 685
27.35 	 962 	 1688 	 3488 	 2053 	 679
27.36 	 940 	 1684 	 3474 	 2042 	 682
27.36 	 926 	 1676 	 3484 	 2025 	 679
27.37 	 926 	 1670 	 3490 	 2035 	 681
27.37 	 939 	 1671 	 3490 	 2029 	 677
27.38 	 940 	 1660 	 3471 	 2021 	 670
27.39 	 938 	 1652 	 3473 	 2018 	 667
27.39 	 967 	 1664 	 3484 	 2050 	 659
27.40 	 970 	 1653 	 3475 	 2040 	 664
27.40 	 961 	 1647 	 3477 	 2050 	 653
27.41 	 989 	 1651 	 3476 	 2050 	 658
27.41 	 977 	 1652 	 3488 	 2043 	 662
27.42 	 946 	 1649 	 3491 	 2032 	 660
27.42 	 928 	 1636 	 3486 	 2036 	 664
27.43 	 949 	 1644 	 3486 	 2036 	 661
27.43 	 973 	 1652 	 3480 	 2030 	 667
27.44 	 972 	 1644 	 3468 	 2032 	 670
27.44 	 972 	 1639 	 3479 	 2046 	 658
27.45 	 975 	 1634 	 3464 	 2042 	 657
27.45 	 971 	 1633 	 3464 	 2048 	 654
27.46 	 975 	 1620 	 3457 	 2046 	 656
27.46 	 985 	 1621 	 3469 	 2038 	 653
27.47 	 962 	 1624 	 3468 	 2045 	 663
27.48 	 954 	 1618 	 3462 	 2041 	 671
27.48 	 954 	 1597 	 3461 	 2056 	 662
27.49 	 933 	 1599 	 3467 	 2063 	 666
27.49 	 934 	 1606 	 3468 	 2059 	 667
27.50 	 943 	 1612 	 3459 	 2042 	 664
27.50 	 941 	 1620 	 3449 	 2054 	 666
27.51 	 957 	 1608 	 3442 	 2046 	 657
27.51 	 955 	 1609 	 3430 	 2055 	 661
27.52 	 951 	 1601 	 3436 	 2051 	 667
27.52 	 941 	 1592 	 3452 	 2075 	 674
27.53 	 927 	 1591 	 3444 	 2059 	 681
27.53 	 921 	 1574 	 3443 	 2056 	 690
27.54 	 920 	 1572 	 3454 	 2069 	 689
27.54 	 942 	 1568 	 3459 	 2062 	 693
27.55 	 934 	 1581 	 3460 	 2055 	 704
27.56 	 949 	 1588 	 3458 	 2056 	 707
27.56 	 938 	 1594 	 3452 	 2055 	 697
27.57 	 972 	 1596 	 3443 	 2050 	 693
27.57 	 961 	 1592 	 3440 	 2054 	 691
27.58 	 961 	 1589 	 3424 	 2039 	 693
27.58 	 948 	 1594 	 3431 	 2061 	 694
27.59 	 951 	 1608 	 3441 	 2065 	 697
27.59 	 967 	 1609 	 3434 	 2058 	 696
27.60 	 960 	 1604 	 3423 	 2050 	 695
27.60 	 970 	 1586 	 3418 	 2049 	 697
27.61 	 962 	 1600 	 3388 	 2057 	 695
27.61 	 959 	 1603 	 3392 	 2063 	 703
27.62 	 943 	 1596 	 3414 	 2050 	 705
27.62 	 933 	 1604 	 3404 	 2059 	 704
27.63 	 942 	 1596 	 3405 	 2036 	 707
27.64 	 947 	 1598 	 3415 	 2015 	 711
27.64 	 945 	 1618 	 3410 	 2030 	 717
27.65 	 956 	 1618 	 3399 	 2025 	 714
27.65 	 956 	 1623 	 3404 	 2019 	 710
27.66 	 940 	 1623 	 3403 	 2013 	 709
27.66 	 942 	 1614 	 3399 	 2016 	 703
27.67 	 950 	 1619 	 3388 	 2017 	 700
27.67 	 948 	 1611 	 3380 	 2010 	 699
27.68 	 955 	 1592 	 3375 	 2019 	 695
27.68 	 964 	 1608 	 3371 	 2026 	 693
27.69 	 985 	 1604 	 3367 	 2035 	 699
27.69 	 987 	 1602 	 3362 	 2029 	 700
27.70 	 978 	 1595 	 3350 	 2026 	 689
27.70 	 977 	 1602 	 3335 	 2023 	 691
27.71 	 986 	 1606 	 3331 	 2016 	 687
27.72 	 992 	 1607 	 3329 	 2006 	 688
27.72 	 982 	 1593 	 3323 	 2019 	 689
27.73 	 987 	 1591 	 3338 	 2027 	 681
27.73 	 978 	 1593 	 3355 	 2042 	 674
27.74 	 980 	 1590 	 3353 	 2049 	 670
27.74 	 977 	 1599 	 3366 	 2047 	 663
27.75 	 957 	 1612 	 3355 	 2028 	 662
27.75 	 951 	 1596 	 3349 	 2040 	 672
27.76 	 958 	 1586 	 3345 	 2032 	 683
27.76 	 945 	 1577 	 3358 	 2044 	 686
27.77 	 930 	 1550 	 3374 	 2023 	 681
27.78 	 936 	 1557 	 3352 	 2026 	 685
27.78 	 921 	 1566 	 3343 	 2016 	 690
27.79 	 899 	 1558 	 3322 	 2012 	 693
27.79 	 897 	 1560 	 3318 	 2009 	 700
27.80 	 931 	 1556 	 3329 	 2012 	 698
27.80 	 925 	 1570 	 3333 	 2020 	 702
27.81 	 940 	 1575 	 3327 	 2020 	 702
27.81 	 948 	 1570 	 3328 	 2015 	 697
27.82 	 956 	 1564 	 3315 	 2005 	 696
27.83 	 965 	 1559 	 3304 	 2000 	 696
27.83 	 968 	 1543 	 3291 	 1997 	 699
27.84 	 964 	 1545 	 3278 	 1993 	 692
27.84 	 963 	 1534 	 3254 	 1978 	 689
27.85 	 962 	 1535 	 3261 	 1967 	 697
27.85 	 956 	 1537 	 3258 	 1986 	 699
27.86 	 947 	 1534 	 3246 	 1990 	 705
27.86 	 961 	 1529 	 3242 	 1972 	 712
27.87 	 950 	 1534 	 3247 	 1966 	 715
27.87 	 955 	 1536 	 3224 	 1964 	 711
27.88 	 962 	 1530 	 3217 	 1951 	 712
27.88 	 954 	 1532 	 3226 	 1947 	 723
27.89 	 951 	 1525 	 3224 	 1937 	 723
27.90 	 961 	 1536 	 3246 	 1942 	 717
27.90 	 952 	 1537 	 3232 	 1951 	 716
27.91 	 963 	 1531 	 3239 	 1962 	 711
27.91 	 964 	 1518 	 3252 	 1964 	 710
27.92 	 930 	 1522 	 3243 	 1970 	 707
27.92 	 925 	 1528 	 3243 	 1964 	 706
27.93 	 927 	 1543 	 3244 	 1961 	 697
27.93 	 930 	 1550 	 3248 	 1952 	 704
27.94 	 936 	 1536 	 3247 	 1956 	 699
27.94 	 962 	 1531 	 3245 	 1976 	 690
27.95 	 966 	 1529 	 3253 	 1958 	 682
27.95 	 953 	 1533 	 3265 	 1958 	 673
27.96 	 940 	 1525 	 3263 	 1954 	 666
27.97 	 958 	 1518 	 3264 	 1964 	 662
27.97 	 962 	 1525 	 3258 	 1947 	 658
27.98 	 963 	 1527 	 3258 	 1948 	 660
27.98 	 968 	 1519 	 3254 	 1958 	 667
27.99 	 950 	 1528 	 3277 	 1970 	 661
27.99 	 943 	 1534 	 3291 	 1961 	 671
28.00 	 917 	 1550 	 3286 	 1957 	 676
28.00 	 914 	 1549 	 3281 	 1976 	 676
28.01 	 922 	 1550 	 3272 	 1974 	 680
28.01 	 913 	 1563 	 3258 	 1954 	 682
28.02 	 909 	 1560 	 3254 	 1955 	 676
28.02 	 915 	 1565 	 3230 	 1956 	 682
28.03 	 909 	 1565 	 3232 	 1972 	 678
28.04 	 907 	 1560 	 3227 	 1982 	 678
28.04 	 911 	 1539 	 3228 	 1976 	 674
28.05 	 914 	 1544 	 3228 	 1978 	 678
28.05 	 897 	 1518 	 3224 	 1970 	 677
28.06 	 901 	 1523 	 3209 	 1979 	 682
28.06 	 921 	 1539 	 3204 	 1975 	 673
28.07 	 900 	 1518 	 3210 	 1976 	 670
28.07 	 903 	 1521 	 3218 	 1979 	 667
28.08 	 916 	 1510 	 3201 	 1983 	 662
28.09 	 916 	 1498 	 3195 	 1979 	 668
28.09 	 918 	 1507 	 3197 	 1963 	 673
28.10 	 944 	 1523 	 3190 	 1929 	 666
28.10 	 949 	 1525 	 3174 	 1940 	 656
28.11 	 952 	 1521 	 3167 	 1945 	 655
28.11 	 988 	 1533 	 3171 	 1945 	 651
28.12 	 976 	 1530 	 3160 	 1960 	 652
28.12 	 970 	 1529 	 3172 	 1973 	 642
28.13 	 962 	 1537 	 3180 	 1968 	 643
28.13 	 967 	 1534 	 3183 	 1971 	 643
28.14 	 943 	 1539 	 3173 	 1984 	 645
28.15 	 952 	 1532 	 3173 	 1979 	 640
28.15 	 943 	 1536 	 3159 	 1977 	 635
28.16 	 934 	 1539 	 3164 	 1970 	 641
28.16 	 932 	 1539 	 3142 	 1964 	 639
28.17 	 924 	 1538 	 3145 	 1962 	 639
28.17 	 936 	 1536 	 3129 	 1959 	 632
28.18 	 931 	 1546 	 3126 	 1958 	 631
28.18 	 945 	 1540 	 3113 	 1956 	 632
28.19 	 965 	 1529 	 3112 	 1943 	 629
28.19 	 973 	 1531 	 3121 	 1933 	 624
28.20 	 959 	 1535 	 3119 	 1937 	 624
28.20 	 961 	 1510 	 3106 	 1945 	 624
28.21 	 971 	 1498 	 3107 	 1933 	 619
28.22 	 976 	 1500 	 3125 	 1935 	 614
28.22 	 966 	 1506 	 3133 	 1927 	 610
28.23 	 952 	 1529 	 3139 	 1931 	 611
28.23 	 944 	 1543 	 3125 	 1921 	 615
28.24 	 953 	 1536 	 3113 	 1924 	 626
28.24 	 951 	 1538 	 3122 	 1926 	 617
28.25 	 955 	 1539 	 3129 	 1945 	 612
28.25 	 949 	 1542 	 3120 	 1937 	 608
28.26 	 969 	 1553 	 3116 	 1939 	 609
28.27 	 982 	 1546 	 3116 	 1953 	 605
28.27 	 978 	 1533 	 3108 	 1970 	 607
28.28 	 971 	 1548 	 3084 	 1957 	 608
