Time 	 R1 	 R2 	 R3 	 R4 	 R5
0.00 	 1117 	 2547 	 2478 	 1006 	 504
0.01 	 1243 	 2595 	 2456 	 1006 	 502
0.01 	 1310 	 2630 	 2462 	 1010 	 504
0.02 	 1388 	 2662 	 2439 	 1021 	 500
0.02 	 1448 	 2691 	 2420 	 1036 	 499
0.03 	 1482 	 2727 	 2404 	 1047 	 504
0.03 	 1522 	 2744 	 2395 	 1051 	 502
0.04 	 1555 	 2779 	 2382 	 1059 	 505
0.04 	 1607 	 2803 	 2373 	 1067 	 504
0.04 	 1647 	 2835 	 2358 	 1083 	 505
0.05 	 1621 	 2850 	 2342 	 1092 	 493
0.05 	 1627 	 2866 	 2334 	 1097 	 496
0.06 	 1620 	 2863 	 2319 	 1109 	 493
0.06 	 1665 	 2882 	 2306 	 1114 	 499
0.07 	 1694 	 2896 	 2306 	 1122 	 504
0.07 	 1692 	 2899 	 2294 	 1123 	 510
0.08 	 1682 	 2900 	 2299 	 1126 	 513
0.08 	 1682 	 2928 	 2297 	 1127 	 510
0.09 	 1685 	 2938 	 2286 	 1130 	 505
0.09 	 1701 	 2949 	 2284 	 1138 	 510
0.10 	 1674 	 2962 	 2300 	 1141 	 503
0.10 	 1691 	 2966 	 2299 	 1151 	 503
0.10 	 1674 	 2957 	 2297 	 1139 	 501
0.11 	 1660 	 2958 	 2288 	 1151 	 505
0.11 	 1663 	 2947 	 2298 	 1159 	 501
0.12 	 1664 	 2944 	 2298 	 1166 	 504
0.12 	 1657 	 2952 	 2300 	 1170 	 509
0.13 	 1648 	 2964 	 2295 	 1163 	 512
0.13 	 1646 	 2948 	 2291 	 1166 	 509
0.14 	 1665 	 2926 	 2286 	 1163 	 508
0.14 	 1667 	 2926 	 2287 	 1158 	 516
0.14 	 1652 	 2939 	 2289 	 1157 	 515
0.15 	 1637 	 2944 	 2291 	 1162 	 514
0.15 	 1650 	 2964 	 2293 	 1178 	 513
0.16 	 1655 	 2952 	 2288 	 1164 	 509
0.16 	 1648 	 2964 	 2282 	 1170 	 506
0.17 	 1649 	 2974 	 2287 	 1167 	 507
0.17 	 1638 	 2969 	 2273 	 1177 	 503
0.18 	 1611 	 2961 	 2268 	 1195 	 503
0.18 	 1623 	 2974 	 2250 	 1201 	 498
0.19 	 1627 	 2977 	 2256 	 1211 	 497
0.19 	 1655 	 2971 	 2257 	 1201 	 500
0.19 	 1644 	 2979 	 2267 	 1200 	 504
0.20 	 1652 	 2986 	 2255 	 1204 	 509
0.20 	 1671 	 2981 	 2258 	 1190 	 514
0.21 	 1672 	 2978 	 2260 	 1193 	 515
0.21 	 1667 	 2973 	 2273 	 1199 	 512
0.22 	 1625 	 2981 	 2267 	 1191 	 510
0.22 	 1606 	 2973 	 2274 	 1201 	 502
0.23 	 1584 	 2971 	 2274 	 1202 	 495
0.23 	 1568 	 2972 	 2284 	 1199 	 503
0.24 	 1576 	 2961 	 2279 	 1216 	 506
0.24 	 1570 	 2954 	 2280 	 1216 	 504
0.24 	 1585 	 2954 	 2285 	 1219 	 511
0.25 	 1566 	 2937 	 2294 	 1213 	 514
0.25 	 1543 	 2935 	 2301 	 1217 	 514
0.26 	 1547 	 2955 	 2303 	 1206 	 513
0.26 	 1546 	 2953 	 2328 	 1199 	 510
0.27 	 1540 	 2939 	 2345 	 1197 	 511
0.27 	 1570 	 2929 	 2339 	 1204 	 508
0.28 	 1568 	 2916 	 2332 	 1211 	 503
0.28 	 1578 	 2928 	 2322 	 1209 	 503
0.29 	 1579 	 2933 	 2329 	 1209 	 498
0.29 	 1568 	 2937 	 2338 	 1211 	 490
0.30 	 1595 	 2921 	 2351 	 1204 	 491
0.30 	 1600 	 2894 	 2350 	 1203 	 493
0.30 	 1603 	 2893 	 2357 	 1202 	 487
0.31 	 1594 	 2908 	 2360 	 1200 	 490
0.31 	 1604 	 2901 	 2372 	 1198 	 491
0.32 	 1597 	 2894 	 2377 	 1206 	 484
0.32 	 1599 	 2895 	 2355 	 1205 	 484
0.33 	 1607 	 2890 	 2349 	 1193 	 487
0.33 	 1593 	 2877 	 2355 	 1191 	 494
0.34 	 1581 	 2878 	 2367 	 1200 	 498
0.34 	 1586 	 2886 	 2370 	 1197 	 489
0.35 	 1579 	 2879 	 2366 	 1206 	 478
0.35 	 1597 	 2889 	 2384 	 1235 	 479
0.35 	 1581 	 2889 	 2395 	 1235 	 478
0.36 	 1564 	 2886 	 2384 	 1236 	 478
0.36 	 1548 	 2896 	 2394 	 1234 	 474
0.37 	 1550 	 2898 	 2391 	 1245 	 470
0.37 	 1547 	 2883 	 2391 	 1245 	 474
0.38 	 1543 	 2885 	 2396 	 1246 	 474
0.38 	 1533 	 2876 	 2388 	 1237 	 476
0.39 	 1530 	 2868 	 2393 	 1237 	 476
0.39 	 1523 	 2862 	 2403 	 1236 	 476
0.40 	 1514 	 2873 	 2409 	 1243 	 469
0.40 	 1508 	 2884 	 2403 	 1241 	 462
0.40 	 1509 	 2870 	 2418 	 1243 	 460
0.41 	 1505 	 2865 	 2440 	 1243 	 463
0.41 	 1494 	 2850 	 2422 	 1240 	 460
0.42 	 1516 	 2843 	 2432 	 1248 	 461
0.42 	 1521 	 2852 	 2437 	 1244 	 460
0.43 	 1530 	 2845 	 2440 	 1242 	 467
0.43 	 1524 	 2854 	 2443 	 1243 	 466
0.44 	 1527 	 2841 	 2457 	 1237 	 468
0.44 	 1560 	 2836 	 2462 	 1254 	 466
0.45 	 1578 	 2831 	 2458 	 1254 	 461
0.45 	 1549 	 2838 	 2455 	 1254 	 464
0.46 	 1534 	 2834 	 2464 	 1261 	 465
0.46 	 1513 	 2844 	 2470 	 1257 	 458
0.47 	 1502 	 2858 	 2462 	 1266 	 462
0.47 	 1505 	 2866 	 2463 	 1269 	 467
0.48 	 1523 	 2858 	 2469 	 1270 	 460
0.48 	 1521 	 2856 	 2483 	 1262 	 464
0.49 	 1529 	 2837 	 2491 	 1257 	 462
0.49 	 1515 	 2832 	 2494 	 1257 	 456
0.50 	 1516 	 2825 	 2499 	 1253 	 459
0.50 	 1499 	 2824 	 2493 	 1261 	 465
0.50 	 1485 	 2809 	 2496 	 1268 	 466
0.51 	 1486 	 2793 	 2494 	 1261 	 470
0.51 	 1483 	 2784 	 2486 	 1261 	 474
0.52 	 1486 	 2780 	 2495 	 1255 	 474
0.52 	 1493 	 2765 	 2500 	 1250 	 476
0.53 	 1491 	 2774 	 2520 	 1249 	 472
0.53 	 1478 	 2780 	 2525 	 1242 	 479
0.54 	 1505 	 2778 	 2532 	 1235 	 478
0.54 	 1516 	 2780 	 2540 	 1239 	 481
0.55 	 1496 	 2789 	 2554 	 1244 	 481
0.55 	 1498 	 2793 	 2562 	 1242 	 485
0.56 	 1492 	 2803 	 2546 	 1254 	 495
0.56 	 1467 	 2789 	 2558 	 1256 	 494
0.57 	 1453 	 2785 	 2560 	 1254 	 496
0.57 	 1467 	 2760 	 2555 	 1250 	 500
0.58 	 1467 	 2756 	 2554 	 1267 	 504
0.58 	 1483 	 2758 	 2555 	 1261 	 507
0.58 	 1483 	 2755 	 2573 	 1259 	 502
0.59 	 1480 	 2758 	 2560 	 1259 	 501
0.59 	 1462 	 2759 	 2558 	 1251 	 502
0.60 	 1476 	 2779 	 2551 	 1253 	 501
0.60 	 1479 	 2768 	 2553 	 1254 	 496
0.61 	 1474 	 2765 	 2530 	 1253 	 502
0.61 	 1474 	 2774 	 2533 	 1242 	 499
0.62 	 1485 	 2786 	 2526 	 1261 	 494
0.62 	 1482 	 2790 	 2543 	 1252 	 491
0.63 	 1481 	 2781 	 2543 	 1260 	 481
0.63 	 1484 	 2767 	 2554 	 1248 	 479
0.64 	 1459 	 2753 	 2551 	 1248 	 483
0.64 	 1456 	 2743 	 2557 	 1241 	 485
0.65 	 1454 	 2738 	 2552 	 1229 	 483
0.65 	 1475 	 2729 	 2560 	 1220 	 484
0.65 	 1467 	 2743 	 2554 	 1227 	 483
0.66 	 1464 	 2739 	 2565 	 1228 	 478
0.66 	 1461 	 2728 	 2570 	 1234 	 475
0.67 	 1453 	 2731 	 2585 	 1236 	 471
0.67 	 1431 	 2735 	 2597 	 1233 	 472
0.68 	 1420 	 2724 	 2617 	 1236 	 457
0.68 	 1400 	 2713 	 2616 	 1240 	 457
0.69 	 1409 	 2721 	 2626 	 1254 	 454
0.69 	 1423 	 2712 	 2637 	 1256 	 452
0.70 	 1439 	 2682 	 2626 	 1253 	 450
0.70 	 1458 	 2682 	 2627 	 1244 	 455
0.71 	 1446 	 2691 	 2628 	 1241 	 444
0.71 	 1452 	 2698 	 2635 	 1239 	 442
0.72 	 1451 	 2698 	 2641 	 1236 	 436
0.72 	 1438 	 2680 	 2635 	 1243 	 434
0.73 	 1456 	 2685 	 2648 	 1239 	 428
0.73 	 1457 	 2697 	 2643 	 1233 	 434
0.74 	 1464 	 2698 	 2656 	 1222 	 440
0.74 	 1455 	 2669 	 2652 	 1207 	 443
0.75 	 1470 	 2674 	 2645 	 1198 	 443
0.75 	 1476 	 2666 	 2668 	 1196 	 438
0.76 	 1479 	 2658 	 2663 	 1204 	 436
0.76 	 1460 	 2665 	 2657 	 1210 	 442
0.76 	 1440 	 2662 	 2682 	 1226 	 444
0.77 	 1411 	 2669 	 2677 	 1229 	 448
0.77 	 1408 	 2663 	 2686 	 1218 	 451
0.78 	 1402 	 2668 	 2688 	 1223 	 451
0.78 	 1419 	 2674 	 2682 	 1211 	 454
0.79 	 1432 	 2672 	 2680 	 1206 	 458
0.79 	 1442 	 2665 	 2680 	 1221 	 462
0.80 	 1402 	 2646 	 2681 	 1227 	 466
0.80 	 1393 	 2644 	 2681 	 1223 	 465
0.81 	 1404 	 2642 	 2692 	 1211 	 461
0.81 	 1418 	 2628 	 2687 	 1212 	 449
0.82 	 1411 	 2651 	 2676 	 1219 	 445
0.82 	 1407 	 2657 	 2682 	 1238 	 444
0.83 	 1433 	 2656 	 2678 	 1234 	 443
0.83 	 1424 	 2663 	 2654 	 1247 	 446
0.84 	 1454 	 2653 	 2653 	 1237 	 445
0.84 	 1450 	 2645 	 2648 	 1224 	 445
0.85 	 1436 	 2657 	 2654 	 1230 	 447
0.85 	 1426 	 2655 	 2662 	 1230 	 449
0.86 	 1416 	 2643 	 2672 	 1230 	 445
0.86 	 1409 	 2624 	 2680 	 1235 	 440
0.87 	 1403 	 2607 	 2698 	 1239 	 435
0.87 	 1393 	 2601 	 2688 	 1250 	 438
0.88 	 1395 	 2584 	 2697 	 1244 	 436
0.88 	 1402 	 2599 	 2696 	 1235 	 436
0.88 	 1411 	 2585 	 2713 	 1246 	 433
0.89 	 1395 	 2588 	 2716 	 1233 	 434
0.89 	 1386 	 2610 	 2731 	 1233 	 436
0.90 	 1395 	 2612 	 2734 	 1222 	 437
0.90 	 1397 	 2612 	 2754 	 1226 	 439
0.91 	 1406 	 2627 	 2769 	 1224 	 432
0.91 	 1414 	 2637 	 2761 	 1213 	 437
0.92 	 1404 	 2632 	 2768 	 1208 	 432
0.92 	 1399 	 2622 	 2778 	 1213 	 428
0.93 	 1405 	 2634 	 2776 	 1227 	 426
0.93 	 1393 	 2623 	 2774 	 1233 	 421
0.94 	 1385 	 2610 	 2760 	 1228 	 415
0.94 	 1402 	 2610 	 2749 	 1233 	 412
0.95 	 1393 	 2603 	 2750 	 1239 	 413
0.95 	 1392 	 2603 	 2756 	 1238 	 419
0.96 	 1372 	 2591 	 2764 	 1244 	 425
0.96 	 1356 	 2598 	 2763 	 1240 	 427
0.97 	 1346 	 2594 	 2755 	 1246 	 427
0.97 	 1321 	 2608 	 2762 	 1236 	 425
0.98 	 1333 	 2609 	 2758 	 1233 	 431
0.98 	 1321 	 2611 	 2773 	 1234 	 435
0.99 	 1326 	 2613 	 2779 	 1246 	 430
0.99 	 1328 	 2600 	 2782 	 1240 	 420
1.00 	 1308 	 2591 	 2776 	 1253 	 422
1.00 	 1315 	 2593 	 2776 	 1263 	 417
1.01 	 1305 	 2591 	 2780 	 1270 	 412
1.01 	 1288 	 2600 	 2785 	 1269 	 412
1.02 	 1309 	 2602 	 2798 	 1271 	 418
1.02 	 1309 	 2591 	 2797 	 1274 	 415
1.03 	 1319 	 2602 	 2803 	 1288 	 418
1.03 	 1325 	 2597 	 2816 	 1286 	 418
1.04 	 1323 	 2584 	 2832 	 1275 	 416
1.04 	 1334 	 2560 	 2837 	 1278 	 421
1.05 	 1322 	 2567 	 2848 	 1275 	 424
1.05 	 1316 	 2547 	 2859 	 1278 	 420
1.06 	 1340 	 2548 	 2852 	 1271 	 417
1.06 	 1330 	 2542 	 2837 	 1265 	 420
1.07 	 1329 	 2532 	 2818 	 1275 	 420
1.07 	 1318 	 2545 	 2820 	 1276 	 417
1.08 	 1309 	 2531 	 2832 	 1271 	 417
1.08 	 1317 	 2528 	 2837 	 1278 	 422
1.09 	 1319 	 2515 	 2842 	 1290 	 424
1.09 	 1307 	 2496 	 2859 	 1295 	 429
1.09 	 1308 	 2475 	 2855 	 1302 	 434
1.10 	 1300 	 2479 	 2862 	 1311 	 440
1.10 	 1302 	 2467 	 2864 	 1313 	 438
1.11 	 1325 	 2468 	 2879 	 1322 	 440
1.11 	 1321 	 2491 	 2876 	 1327 	 439
1.12 	 1304 	 2494 	 2869 	 1324 	 437
1.13 	 1309 	 2477 	 2879 	 1317 	 434
1.13 	 1324 	 2459 	 2880 	 1318 	 435
1.13 	 1288 	 2478 	 2886 	 1332 	 440
1.14 	 1303 	 2465 	 2883 	 1332 	 437
1.14 	 1280 	 2470 	 2883 	 1329 	 438
1.15 	 1277 	 2470 	 2876 	 1324 	 439
1.15 	 1289 	 2456 	 2870 	 1327 	 436
1.16 	 1298 	 2487 	 2880 	 1331 	 436
1.16 	 1272 	 2492 	 2885 	 1335 	 436
1.17 	 1279 	 2496 	 2893 	 1330 	 440
1.17 	 1300 	 2481 	 2874 	 1319 	 438
1.18 	 1316 	 2493 	 2879 	 1312 	 430
1.18 	 1316 	 2486 	 2871 	 1315 	 426
1.19 	 1301 	 2459 	 2872 	 1313 	 429
1.19 	 1279 	 2476 	 2867 	 1318 	 430
1.20 	 1284 	 2472 	 2877 	 1309 	 430
1.20 	 1280 	 2481 	 2876 	 1303 	 432
1.21 	 1259 	 2469 	 2861 	 1306 	 425
1.21 	 1246 	 2463 	 2861 	 1311 	 421
1.22 	 1248 	 2477 	 2848 	 1313 	 424
1.22 	 1249 	 2463 	 2840 	 1319 	 433
1.23 	 1272 	 2458 	 2863 	 1319 	 426
1.23 	 1281 	 2452 	 2856 	 1325 	 426
1.24 	 1291 	 2467 	 2862 	 1320 	 424
1.24 	 1283 	 2479 	 2840 	 1332 	 424
1.25 	 1277 	 2454 	 2825 	 1334 	 420
1.25 	 1281 	 2447 	 2836 	 1334 	 426
1.26 	 1277 	 2454 	 2830 	 1329 	 426
1.26 	 1268 	 2440 	 2825 	 1336 	 429
1.27 	 1275 	 2455 	 2831 	 1324 	 429
1.27 	 1256 	 2466 	 2845 	 1317 	 430
1.28 	 1245 	 2446 	 2847 	 1327 	 437
1.28 	 1239 	 2422 	 2850 	 1328 	 437
1.29 	 1253 	 2434 	 2844 	 1324 	 435
1.29 	 1255 	 2413 	 2853 	 1327 	 442
1.30 	 1262 	 2417 	 2858 	 1326 	 443
1.30 	 1257 	 2407 	 2866 	 1325 	 445
1.31 	 1255 	 2419 	 2854 	 1329 	 439
1.31 	 1237 	 2416 	 2869 	 1325 	 443
1.32 	 1228 	 2422 	 2871 	 1336 	 443
1.32 	 1237 	 2429 	 2863 	 1344 	 447
1.33 	 1231 	 2414 	 2858 	 1343 	 450
1.33 	 1236 	 2425 	 2873 	 1350 	 456
1.34 	 1212 	 2431 	 2847 	 1356 	 458
1.34 	 1190 	 2425 	 2869 	 1350 	 458
1.35 	 1188 	 2441 	 2875 	 1355 	 465
1.35 	 1202 	 2450 	 2869 	 1347 	 462
1.36 	 1198 	 2464 	 2887 	 1336 	 463
1.36 	 1191 	 2481 	 2887 	 1320 	 461
1.37 	 1197 	 2456 	 2885 	 1308 	 468
1.37 	 1203 	 2465 	 2877 	 1324 	 465
1.38 	 1211 	 2450 	 2871 	 1335 	 465
1.38 	 1218 	 2433 	 2858 	 1336 	 471
1.39 	 1200 	 2427 	 2862 	 1349 	 468
1.39 	 1200 	 2422 	 2861 	 1339 	 470
1.40 	 1180 	 2419 	 2875 	 1332 	 472
1.40 	 1171 	 2435 	 2875 	 1333 	 468
1.41 	 1182 	 2417 	 2878 	 1344 	 469
1.41 	 1207 	 2412 	 2886 	 1340 	 465
1.42 	 1205 	 2408 	 2891 	 1342 	 464
1.43 	 1201 	 2403 	 2897 	 1337 	 462
1.43 	 1199 	 2395 	 2907 	 1339 	 466
1.44 	 1213 	 2402 	 2898 	 1336 	 469
1.44 	 1253 	 2389 	 2912 	 1331 	 465
1.45 	 1235 	 2385 	 2894 	 1332 	 474
1.45 	 1221 	 2379 	 2895 	 1342 	 477
1.46 	 1199 	 2367 	 2893 	 1342 	 471
1.46 	 1226 	 2363 	 2907 	 1330 	 476
1.47 	 1212 	 2375 	 2907 	 1324 	 474
1.47 	 1210 	 2392 	 2911 	 1331 	 466
1.48 	 1214 	 2403 	 2898 	 1330 	 467
1.48 	 1183 	 2401 	 2914 	 1327 	 469
1.48 	 1194 	 2408 	 2929 	 1328 	 471
1.49 	 1211 	 2399 	 2933 	 1324 	 477
1.50 	 1208 	 2406 	 2939 	 1334 	 485
1.50 	 1195 	 2395 	 2935 	 1334 	 485
1.51 	 1179 	 2401 	 2939 	 1351 	 488
1.51 	 1171 	 2390 	 2948 	 1355 	 486
1.52 	 1169 	 2383 	 2941 	 1339 	 490
1.52 	 1156 	 2382 	 2959 	 1339 	 482
1.53 	 1166 	 2369 	 2970 	 1331 	 476
1.53 	 1179 	 2387 	 2971 	 1328 	 479
1.54 	 1175 	 2385 	 2964 	 1325 	 473
1.54 	 1166 	 2397 	 2954 	 1332 	 475
1.55 	 1170 	 2387 	 2944 	 1325 	 474
1.55 	 1154 	 2368 	 2935 	 1328 	 477
1.56 	 1153 	 2362 	 2927 	 1336 	 474
1.56 	 1149 	 2356 	 2945 	 1338 	 464
1.57 	 1151 	 2350 	 2949 	 1354 	 462
1.57 	 1140 	 2331 	 2958 	 1365 	 462
1.58 	 1138 	 2339 	 2978 	 1359 	 466
1.58 	 1135 	 2344 	 2987 	 1363 	 469
1.59 	 1128 	 2326 	 2985 	 1358 	 479
1.59 	 1142 	 2340 	 2983 	 1365 	 474
1.60 	 1135 	 2336 	 2979 	 1371 	 475
1.60 	 1148 	 2338 	 2965 	 1369 	 470
1.61 	 1162 	 2353 	 2974 	 1372 	 467
1.61 	 1161 	 2355 	 2971 	 1361 	 466
1.62 	 1175 	 2354 	 2973 	 1362 	 464
1.62 	 1162 	 2363 	 2975 	 1363 	 473
1.63 	 1159 	 2367 	 2973 	 1364 	 473
1.63 	 1138 	 2359 	 2971 	 1363 	 473
1.64 	 1163 	 2349 	 2977 	 1353 	 474
1.64 	 1148 	 2360 	 2988 	 1347 	 471
1.65 	 1122 	 2372 	 2984 	 1354 	 474
1.65 	 1125 	 2358 	 2979 	 1351 	 477
1.66 	 1120 	 2357 	 2961 	 1358 	 482
1.66 	 1109 	 2362 	 2970 	 1344 	 477
1.67 	 1106 	 2357 	 2969 	 1356 	 474
1.67 	 1093 	 2343 	 2977 	 1343 	 472
1.68 	 1091 	 2333 	 2961 	 1335 	 472
1.68 	 1106 	 2318 	 2979 	 1330 	 469
1.69 	 1123 	 2321 	 2991 	 1342 	 469
1.69 	 1104 	 2311 	 2987 	 1343 	 469
1.70 	 1106 	 2316 	 3015 	 1361 	 462
1.70 	 1104 	 2302 	 3000 	 1363 	 461
1.71 	 1094 	 2303 	 2998 	 1354 	 467
1.71 	 1113 	 2304 	 2990 	 1355 	 470
1.72 	 1112 	 2318 	 3001 	 1362 	 471
1.72 	 1122 	 2311 	 2992 	 1382 	 471
1.73 	 1110 	 2328 	 2978 	 1384 	 474
1.73 	 1123 	 2320 	 2971 	 1384 	 482
1.74 	 1123 	 2312 	 2972 	 1382 	 481
1.74 	 1130 	 2291 	 2977 	 1373 	 485
1.75 	 1126 	 2312 	 2970 	 1379 	 485
1.75 	 1137 	 2276 	 2971 	 1385 	 477
1.76 	 1144 	 2277 	 2975 	 1400 	 482
1.76 	 1122 	 2275 	 2996 	 1394 	 487
1.77 	 1118 	 2264 	 2999 	 1402 	 485
1.77 	 1097 	 2275 	 3018 	 1392 	 480
1.78 	 1121 	 2262 	 3019 	 1403 	 483
1.79 	 1107 	 2262 	 3027 	 1409 	 473
1.79 	 1114 	 2240 	 3026 	 1413 	 473
1.80 	 1113 	 2210 	 3017 	 1417 	 471
1.80 	 1116 	 2199 	 3030 	 1422 	 477
1.81 	 1099 	 2217 	 3043 	 1414 	 479
1.81 	 1129 	 2221 	 3041 	 1418 	 477
1.82 	 1140 	 2208 	 3053 	 1425 	 474
1.82 	 1129 	 2206 	 3068 	 1417 	 474
1.83 	 1124 	 2212 	 3056 	 1432 	 468
1.83 	 1146 	 2222 	 3052 	 1436 	 470
1.84 	 1137 	 2205 	 3060 	 1421 	 475
1.84 	 1164 	 2204 	 3046 	 1415 	 469
1.85 	 1148 	 2185 	 3038 	 1427 	 458
1.85 	 1158 	 2185 	 3035 	 1415 	 459
1.86 	 1128 	 2185 	 3035 	 1409 	 467
1.86 	 1118 	 2173 	 3041 	 1398 	 462
1.87 	 1131 	 2168 	 3054 	 1413 	 464
1.87 	 1106 	 2168 	 3032 	 1423 	 463
1.88 	 1104 	 2158 	 3033 	 1425 	 462
1.88 	 1107 	 2167 	 3021 	 1431 	 458
1.89 	 1110 	 2177 	 3022 	 1422 	 461
1.89 	 1120 	 2185 	 3017 	 1425 	 455
1.90 	 1107 	 2171 	 3013 	 1429 	 464
1.91 	 1127 	 2188 	 3016 	 1431 	 476
1.91 	 1129 	 2192 	 3018 	 1439 	 482
1.92 	 1140 	 2180 	 3027 	 1446 	 481
1.92 	 1145 	 2175 	 3045 	 1440 	 473
1.93 	 1127 	 2186 	 3043 	 1447 	 469
1.93 	 1122 	 2184 	 3052 	 1434 	 472
1.94 	 1106 	 2199 	 3029 	 1437 	 473
1.94 	 1102 	 2196 	 3027 	 1430 	 473
1.95 	 1134 	 2185 	 3019 	 1415 	 477
1.95 	 1132 	 2145 	 3002 	 1426 	 477
1.96 	 1127 	 2130 	 3004 	 1427 	 468
1.96 	 1133 	 2140 	 3006 	 1433 	 468
1.97 	 1129 	 2146 	 3016 	 1434 	 463
1.97 	 1095 	 2139 	 3008 	 1435 	 467
1.98 	 1078 	 2135 	 3022 	 1436 	 475
1.98 	 1093 	 2130 	 2997 	 1427 	 471
1.99 	 1081 	 2114 	 2996 	 1427 	 476
1.99 	 1079 	 2104 	 3005 	 1422 	 476
2.00 	 1088 	 2092 	 3000 	 1426 	 480
2.00 	 1103 	 2097 	 2991 	 1417 	 482
2.01 	 1082 	 2090 	 3010 	 1423 	 479
2.01 	 1073 	 2081 	 3001 	 1408 	 481
2.02 	 1080 	 2099 	 2987 	 1402 	 476
2.02 	 1075 	 2098 	 2987 	 1398 	 486
2.03 	 1077 	 2090 	 2987 	 1411 	 487
2.03 	 1111 	 2087 	 2999 	 1401 	 488
2.04 	 1105 	 2095 	 3001 	 1416 	 485
2.04 	 1094 	 2071 	 3005 	 1404 	 488
2.05 	 1078 	 2070 	 3016 	 1412 	 494
2.06 	 1083 	 2067 	 3015 	 1415 	 486
2.06 	 1079 	 2073 	 3020 	 1411 	 489
2.07 	 1104 	 2057 	 3028 	 1401 	 492
2.07 	 1113 	 2052 	 3033 	 1407 	 491
2.08 	 1086 	 2053 	 3034 	 1423 	 498
2.08 	 1082 	 2055 	 3041 	 1423 	 505
2.09 	 1082 	 2059 	 3025 	 1429 	 501
2.09 	 1063 	 2053 	 3031 	 1429 	 500
2.10 	 1068 	 2042 	 3045 	 1427 	 500
2.10 	 1073 	 2023 	 3057 	 1421 	 506
2.11 	 1084 	 2040 	 3064 	 1423 	 499
2.11 	 1080 	 2062 	 3057 	 1422 	 501
2.12 	 1074 	 2068 	 3070 	 1419 	 501
2.12 	 1074 	 2055 	 3071 	 1415 	 495
2.13 	 1089 	 2034 	 3087 	 1413 	 495
2.14 	 1064 	 2043 	 3086 	 1426 	 501
2.14 	 1076 	 2026 	 3103 	 1424 	 495
2.15 	 1078 	 2024 	 3111 	 1427 	 492
2.15 	 1098 	 2026 	 3112 	 1431 	 489
2.16 	 1106 	 2033 	 3116 	 1426 	 489
2.16 	 1082 	 2020 	 3106 	 1435 	 491
2.17 	 1091 	 2046 	 3103 	 1433 	 497
2.17 	 1098 	 2050 	 3099 	 1434 	 495
2.18 	 1055 	 2061 	 3099 	 1435 	 498
2.18 	 1040 	 2055 	 3102 	 1431 	 502
2.19 	 1058 	 2057 	 3100 	 1437 	 502
2.19 	 1056 	 2059 	 3088 	 1429 	 494
2.20 	 1056 	 2038 	 3088 	 1417 	 487
2.20 	 1070 	 2038 	 3081 	 1409 	 488
2.21 	 1062 	 2041 	 3093 	 1421 	 489
2.21 	 1070 	 2042 	 3097 	 1425 	 482
2.22 	 1074 	 2037 	 3083 	 1423 	 477
2.22 	 1075 	 2042 	 3083 	 1423 	 481
2.23 	 1079 	 2051 	 3080 	 1442 	 484
2.24 	 1069 	 2032 	 3093 	 1429 	 479
2.24 	 1072 	 2034 	 3099 	 1433 	 476
2.25 	 1065 	 2023 	 3103 	 1444 	 471
2.25 	 1044 	 2030 	 3085 	 1454 	 463
2.26 	 1057 	 2027 	 3075 	 1458 	 461
2.26 	 1076 	 2027 	 3087 	 1466 	 464
2.27 	 1060 	 2012 	 3082 	 1462 	 464
2.27 	 1046 	 2022 	 3092 	 1461 	 461
2.28 	 1061 	 2010 	 3091 	 1465 	 465
2.28 	 1045 	 2007 	 3084 	 1470 	 466
2.29 	 1083 	 2002 	 3084 	 1456 	 463
2.29 	 1092 	 1998 	 3068 	 1464 	 466
2.30 	 1097 	 2011 	 3064 	 1475 	 475
2.31 	 1096 	 2011 	 3072 	 1465 	 480
2.31 	 1101 	 2019 	 3056 	 1463 	 483
2.32 	 1103 	 2007 	 3068 	 1461 	 489
2.32 	 1088 	 2022 	 3057 	 1453 	 494
2.33 	 1086 	 2014 	 3060 	 1450 	 500
2.33 	 1082 	 2017 	 3061 	 1449 	 505
2.34 	 1079 	 2008 	 3062 	 1442 	 507
2.34 	 1061 	 2004 	 3069 	 1428 	 510
2.35 	 1068 	 2005 	 3063 	 1430 	 512
2.35 	 1046 	 2019 	 3061 	 1443 	 509
2.36 	 1057 	 2028 	 3054 	 1418 	 513
2.36 	 1043 	 2027 	 3071 	 1426 	 513
2.37 	 1042 	 2029 	 3076 	 1428 	 511
2.38 	 1050 	 2040 	 3063 	 1425 	 510
2.38 	 1035 	 2050 	 3063 	 1426 	 506
2.39 	 1026 	 2055 	 3066 	 1425 	 508
2.39 	 1036 	 2037 	 3053 	 1436 	 516
2.40 	 1028 	 2026 	 3050 	 1437 	 517
2.40 	 1007 	 2016 	 3055 	 1441 	 517
2.41 	 1009 	 2006 	 3057 	 1445 	 517
2.41 	 1012 	 1998 	 3066 	 1438 	 514
2.42 	 1015 	 1990 	 3085 	 1450 	 522
2.42 	 1032 	 1994 	 3089 	 1454 	 519
2.43 	 1020 	 1987 	 3084 	 1450 	 517
2.43 	 1047 	 1972 	 3096 	 1457 	 516
2.44 	 1031 	 1979 	 3096 	 1452 	 514
2.45 	 1033 	 1953 	 3082 	 1449 	 509
2.45 	 1024 	 1958 	 3082 	 1448 	 512
2.46 	 1010 	 1966 	 3078 	 1428 	 510
2.46 	 1000 	 1966 	 3068 	 1420 	 506
2.47 	 1011 	 1971 	 3072 	 1432 	 510
