Time R1 R2 R3 R4 R5
22.77 2027 3762 4060 1545 504
22.78 2012 3765 4055 1537 503
22.78 2005 3766 4060 1535 506
22.78 1982 3755 4074 1545 508
22.79 1968 3754 4087 1550 505
22.79 1961 3746 4095 1561 501
22.8 1968 3758 4098 1569 507
22.8 1982 3770 4096 1566 514
22.8 1971 3748 4095 1567 513
22.81 1958 3744 4098 1563 513
22.81 1979 3741 4101 1560 515
22.81 1974 3742 4096 1561 521
22.82 1990 3730 4096 1564 522
22.82 1991 3712 4100 1575 518
22.83 1996 3700 4110 1572 520
22.83 1987 3702 4123 1572 522
22.83 1984 3710 4134 1565 521
22.84 1986 3711 4142 1566 521
22.84 1969 3720 4133 1571 517
22.84 1963 3706 4135 1559 521
22.85 1961 3718 4145 1555 523
22.85 1952 3724 4126 1553 513
22.86 1945 3706 4119 1550 512
22.86 1950 3712 4135 1559 504
22.86 1941 3716 4142 1567 506
22.87 1937 3717 4134 1570 500
22.87 1914 3719 4143 1575 501
22.87 1932 3735 4159 1570 506
22.88 1904 3726 4167 1565 512
22.88 1923 3737 4168 1569 517
22.89 1908 3736 4160 1555 523
22.89 1905 3746 4154 1559 522
22.89 1916 3737 4154 1564 523
22.9 1932 3752 4149 1571 520
22.9 1918 3759 4146 1567 522
22.9 1916 3757 4147 1555 519
22.91 1875 3734 4152 1563 522
22.91 1867 3731 4154 1574 518
22.92 1879 3723 4153 1574 515
22.92 1877 3707 4152 1569 517
22.92 1892 3694 4166 1574 516
22.93 1891 3679 4174 1578 510
22.93 1889 3671 4173 1579 514
22.94 1885 3670 4165 1579 517
22.94 1869 3661 4160 1570 522
22.94 1864 3671 4166 1567 518
22.95 1845 3676 4161 1558 524
22.95 1852 3663 4162 1568 529
22.96 1820 3668 4165 1566 525
22.96 1828 3662 4167 1563 520
22.96 1829 3659 4173 1576 527
22.97 1822 3646 4159 1573 526
22.97 1831 3654 4164 1577 526
22.97 1833 3667 4157 1582 523
22.98 1848 3647 4161 1586 528
22.98 1841 3654 4167 1585 537
22.99 1842 3654 4158 1575 537
22.99 1846 3642 4163 1575 538
22.99 1847 3647 4166 1567 541
23 1851 3648 4159 1580 540
23 1855 3649 4181 1573 544
23 1836 3638 4172 1582 538
23.01 1814 3607 4181 1593 535
23.01 1800 3598 4189 1607 536
23.02 1819 3581 4183 1612 535
23.02 1801 3595 4183 1605 534
23.02 1789 3607 4213 1608 533
23.03 1796 3603 4217 1608 538
23.03 1786 3587 4233 1620 536
23.04 1784 3582 4216 1620 540
23.04 1785 3578 4216 1606 541
23.04 1783 3568 4216 1610 539
23.05 1773 3570 4207 1609 539
23.05 1772 3559 4201 1615 541
23.06 1771 3569 4199 1611 538
23.06 1784 3570 4197 1621 544
23.06 1802 3574 4179 1619 544
23.07 1776 3589 4164 1609 548
23.07 1791 3583 4190 1622 550
23.08 1781 3583 4199 1611 546
23.08 1789 3582 4190 1620 543
23.08 1788 3585 4184 1620 541
23.09 1798 3569 4190 1628 539
23.09 1794 3554 4175 1622 529
23.1 1798 3544 4170 1618 532
23.1 1785 3537 4180 1621 529
23.1 1791 3536 4178 1629 534
23.11 1803 3542 4195 1634 538
23.11 1796 3551 4211 1632 540
23.12 1795 3556 4222 1629 536
23.12 1804 3550 4251 1645 532
23.12 1796 3528 4246 1651 535
23.13 1779 3526 4238 1651 538
23.13 1777 3514 4251 1657 539
23.13 1778 3510 4249 1651 534
23.14 1791 3508 4248 1647 536
23.14 1780 3482 4270 1641 537
23.15 1786 3483 4267 1645 537
23.15 1792 3466 4283 1652 537
23.15 1796 3480 4288 1649 537
23.16 1805 3458 4279 1655 539
23.16 1787 3445 4281 1665 536
23.17 1770 3436 4289 1668 543
23.17 1774 3439 4295 1683 541
23.17 1783 3442 4279 1679 541
23.18 1781 3445 4291 1676 537
23.18 1773 3447 4293 1683 544
23.19 1766 3444 4300 1682 546
23.19 1783 3446 4298 1669 552
23.19 1769 3465 4301 1666 551
23.2 1752 3466 4311 1657 550
23.2 1740 3467 4309 1649 555
23.21 1744 3474 4298 1651 547
23.21 1740 3477 4290 1640 545
23.21 1732 3474 4290 1634 544
23.22 1746 3474 4287 1631 540
23.22 1720 3480 4280 1631 543
23.22 1696 3469 4285 1637 549
23.23 1697 3461 4282 1630 548
23.23 1708 3459 4288 1625 554
23.24 1711 3465 4294 1625 557
23.24 1689 3457 4298 1617 547
23.24 1679 3446 4307 1624 548
23.25 1657 3445 4305 1636 551
23.25 1673 3439 4311 1631 548
23.26 1656 3401 4312 1635 556
23.26 1649 3409 4316 1627 561
23.26 1663 3414 4321 1640 552
23.27 1661 3398 4320 1649 546
23.27 1669 3406 4324 1651 552
23.28 1672 3411 4314 1654 557
23.28 1620 3418 4322 1662 562
23.28 1633 3417 4320 1660 562
23.29 1643 3420 4319 1668 560
23.29 1655 3406 4311 1668 558
23.3 1654 3421 4315 1673 555
23.3 1635 3433 4303 1684 551
23.3 1646 3431 4308 1667 556
23.31 1642 3433 4313 1662 556
23.31 1635 3416 4306 1662 555
23.32 1631 3410 4294 1669 552
23.32 1643 3419 4305 1657 560
23.32 1638 3418 4308 1665 557
23.33 1639 3407 4327 1670 551
23.33 1649 3406 4335 1671 557
23.34 1634 3405 4355 1666 552
23.34 1647 3404 4343 1668 552
23.34 1648 3395 4336 1673 548
23.35 1642 3374 4356 1670 552
23.35 1637 3371 4357 1688 547
23.36 1644 3381 4362 1694 547
23.36 1623 3381 4377 1688 541
23.36 1655 3402 4370 1689 542
23.37 1652 3408 4369 1694 533
23.37 1656 3417 4347 1695 529
23.38 1657 3392 4342 1705 532
23.38 1635 3405 4358 1707 543
23.38 1653 3410 4371 1718 542
23.39 1650 3399 4366 1719 550
23.39 1637 3394 4377 1734 558
23.4 1611 3370 4371 1747 563
23.4 1609 3370 4378 1750 561
23.4 1633 3362 4370 1747 562
23.41 1626 3343 4376 1740 559
23.41 1623 3348 4379 1742 562
23.42 1628 3364 4372 1741 561
23.42 1631 3362 4372 1743 562
23.42 1641 3360 4378 1740 559
23.43 1610 3344 4373 1738 565
23.43 1617 3363 4381 1739 562
23.44 1641 3357 4389 1734 563
23.44 1618 3337 4380 1746 561
23.44 1612 3333 4372 1746 561
23.45 1600 3321 4358 1742 561
23.45 1587 3307 4353 1738 561
23.46 1609 3312 4347 1739 557
23.46 1611 3319 4356 1747 559
23.46 1621 3333 4356 1761 561
23.47 1613 3349 4361 1765 566
23.47 1609 3351 4372 1763 575
23.48 1597 3324 4360 1773 572
23.48 1601 3322 4365 1783 573
23.48 1607 3325 4363 1791 568
23.49 1590 3311 4359 1785 571
23.49 1584 3307 4380 1790 577
23.5 1571 3301 4386 1795 575
23.5 1549 3290 4382 1797 572
23.5 1562 3281 4396 1795 566
23.51 1565 3274 4402 1792 567
23.51 1560 3274 4409 1791 558
23.52 1546 3268 4418 1793 559
23.52 1519 3284 4416 1797 560
23.53 1502 3279 4410 1790 561
23.53 1510 3277 4416 1800 567
23.53 1519 3278 4437 1796 568
23.54 1509 3273 4431 1809 562
23.54 1508 3275 4441 1805 561
23.55 1534 3256 4460 1813 559
23.55 1525 3252 4484 1811 562
23.55 1527 3251 4474 1812 558
23.56 1524 3256 4496 1818 552
23.56 1502 3247 4499 1823 551
23.57 1523 3241 4497 1826 547
23.57 1497 3250 4497 1817 541
23.57 1483 3236 4518 1818 547
23.58 1486 3256 4515 1818 545
23.58 1489 3247 4519 1820 541
23.59 1495 3248 4509 1815 547
23.59 1506 3241 4507 1836 540
23.59 1503 3242 4518 1837 534
23.6 1505 3240 4516 1828 531
23.6 1495 3233 4499 1837 538
23.61 1501 3220 4488 1826 533
23.61 1525 3204 4474 1821 536
23.62 1554 3202 4449 1825 534
23.62 1548 3201 4447 1829 543
23.62 1531 3204 4445 1832 550
23.63 1530 3210 4467 1831 546
23.63 1535 3205 4467 1822 543
23.64 1521 3211 4468 1816 538
23.64 1531 3217 4468 1829 541
23.64 1520 3215 4458 1828 543
23.65 1499 3232 4450 1814 543
23.65 1501 3218 4450 1818 541
23.66 1490 3212 4437 1815 542
23.66 1482 3205 4449 1813 543
23.67 1492 3198 4447 1820 545
23.67 1482 3198 4466 1819 543
23.67 1472 3184 4473 1822 537
23.68 1469 3197 4468 1819 535
23.68 1460 3194 4484 1819 525
23.69 1478 3189 4495 1820 530
23.69 1507 3196 4478 1813 528
23.7 1510 3203 4473 1804 542
23.7 1505 3202 4476 1804 537
23.7 1472 3210 4468 1812 542
23.71 1483 3196 4470 1813 542
23.71 1453 3182 4478 1809 546
23.72 1440 3190 4478 1816 552
23.72 1451 3184 4478 1807 558
23.72 1442 3180 4487 1814 563
23.73 1450 3170 4487 1821 560
23.73 1456 3183 4481 1832 558
23.74 1443 3189 4483 1832 559
23.74 1436 3197 4475 1823 557
23.74 1439 3183 4469 1833 556
23.75 1428 3195 4462 1830 559
23.75 1430 3182 4457 1841 564
23.76 1407 3162 4464 1857 562
23.76 1414 3165 4464 1846 567
23.77 1421 3161 4456 1845 565
23.77 1408 3135 4452 1858 559
23.77 1412 3158 4448 1864 560
23.78 1426 3146 4449 1866 565
23.78 1459 3150 4444 1871 566
23.79 1441 3152 4435 1866 568
23.79 1431 3139 4431 1875 570
23.8 1424 3140 4442 1882 564
23.8 1418 3128 4449 1893 568
23.8 1407 3132 4452 1892 573
23.81 1424 3133 4448 1886 573
23.81 1420 3115 4444 1874 569
23.82 1436 3121 4451 1882 568
23.82 1449 3120 4441 1885 567
23.83 1444 3114 4432 1881 567
23.83 1431 3123 4434 1879 573
23.83 1412 3120 4423 1884 567
23.84 1408 3120 4426 1884 562
23.84 1414 3112 4428 1886 554
23.85 1444 3097 4425 1877 561
23.85 1439 3094 4424 1877 560
23.85 1425 3102 4402 1871 560
23.86 1413 3077 4402 1853 567
23.86 1412 3083 4400 1871 566
23.87 1410 3077 4405 1876 572
23.87 1432 3092 4400 1873 577
23.87 1418 3101 4404 1884 579
23.88 1427 3102 4403 1883 581
23.88 1411 3091 4395 1881 574
23.89 1423 3108 4404 1860 569
23.89 1402 3106 4401 1856 571
23.89 1403 3096 4420 1864 571
23.9 1394 3082 4421 1855 572
23.9 1381 3072 4413 1844 580
23.91 1407 3050 4402 1863 580
23.91 1412 3056 4402 1866 582
23.92 1408 3043 4387 1873 585
23.92 1447 3037 4376 1863 589
23.92 1451 3046 4370 1868 595
23.93 1430 3032 4402 1869 597
23.93 1417 3011 4400 1882 598
23.94 1416 3018 4407 1873 594
23.94 1407 3015 4417 1866 583
23.94 1392 3008 4422 1872 582
23.95 1389 3013 4425 1875 582
23.95 1390 2998 4417 1882 583
23.96 1377 2987 4423 1879 584
23.96 1393 2986 4440 1888 577
23.97 1398 2993 4446 1890 579
23.97 1388 3013 4452 1893 578
23.97 1395 3003 4444 1882 578
23.98 1410 3003 4424 1881 580
23.98 1418 2998 4446 1860 584
23.99 1412 2990 4443 1852 581
23.99 1402 2998 4439 1859 586
24 1399 3006 4425 1866 590
24 1383 3010 4447 1867 595
24 1397 3013 4449 1861 600
24.01 1398 2996 4438 1854 598
24.01 1399 2995 4429 1873 598
24.02 1416 2997 4438 1890 595
24.02 1425 2982 4415 1898 596
24.03 1416 2978 4409 1903 604
24.03 1413 2977 4399 1891 608
24.03 1400 2989 4400 1896 601
24.04 1414 2984 4405 1908 601
24.04 1385 2986 4402 1915 606
24.05 1397 2985 4405 1916 609
24.05 1374 2980 4406 1924 610
24.05 1380 2970 4397 1919 608
24.06 1367 2973 4421 1922 601
24.06 1361 2998 4424 1927 596
24.07 1363 2983 4440 1917 595
24.07 1363 2983 4436 1903 599
24.08 1363 2968 4444 1895 592
24.08 1346 2965 4431 1904 586
24.08 1342 2973 4424 1902 587
24.09 1340 2971 4418 1902 587
24.09 1337 2963 4415 1908 595
24.1 1350 2956 4393 1921 598
24.1 1343 2957 4397 1918 595
24.11 1340 2951 4393 1924 592
24.11 1323 2936 4399 1924 590
24.11 1319 2938 4396 1925 584
24.12 1311 2929 4392 1930 576
24.12 1324 2948 4391 1935 580
24.13 1327 2923 4393 1933 584
24.13 1334 2928 4388 1929 591
24.13 1317 2928 4399 1936 592
24.14 1332 2922 4394 1959 595
24.14 1339 2935 4397 1958 591
24.15 1329 2940 4392 1949 596
24.15 1346 2948 4387 1955 590
24.16 1341 2955 4382 1949 595
24.16 1330 2944 4376 1936 594
24.16 1333 2951 4365 1930 587
24.17 1334 2938 4367 1939 586
24.17 1332 2951 4356 1951 580
24.18 1319 2946 4359 1948 586
24.18 1306 2947 4356 1953 588
24.19 1304 2938 4369 1948 583
24.19 1297 2955 4352 1972 584
24.19 1302 2949 4352 1954 591
24.2 1302 2939 4353 1953 593
24.2 1320 2923 4366 1954 597
24.21 1333 2921 4370 1959 593
24.21 1331 2924 4372 1944 603
24.22 1332 2921 4361 1950 604
24.22 1333 2906 4347 1955 607
24.22 1328 2899 4359 1957 601
24.23 1339 2890 4362 1963 600
24.23 1356 2894 4355 1962 601
24.24 1344 2893 4344 1968 607
24.24 1320 2892 4336 1975 603
24.25 1331 2889 4348 1963 601
24.25 1331 2907 4373 1966 599
24.26 1317 2920 4371 1970 598
24.26 1317 2922 4375 1956 592
24.26 1307 2907 4365 1951 586
24.27 1297 2893 4362 1934 582
24.27 1319 2896 4363 1947 587
24.28 1315 2891 4371 1942 591
24.28 1303 2900 4364 1947 588
24.29 1302 2883 4351 1955 585
24.29 1305 2865 4352 1956 582
24.3 1311 2884 4359 1955 585
24.3 1314 2895 4374 1970 579
24.3 1308 2889 4375 1966 584
24.31 1302 2884 4382 1968 578
24.31 1292 2884 4398 1970 576
24.32 1284 2872 4396 1976 584
24.32 1307 2881 4398 1962 584
24.33 1310 2872 4381 1962 587
24.33 1312 2878 4384 1965 591
24.33 1273 2884 4401 1958 592
24.34 1293 2868 4400 1975 584
24.34 1273 2869 4408 1979 589
24.35 1250 2862 4414 1983 591
24.35 1271 2845 4418 1996 592
24.36 1264 2859 4414 1998 595
24.36 1257 2838 4416 1987 592
24.36 1246 2835 4422 2001 590
24.37 1233 2851 4411 1991 596
24.37 1257 2830 4407 1995 597
24.38 1265 2839 4409 2003 590
24.38 1250 2837 4411 2010 588
24.39 1261 2833 4417 1997 586
24.39 1249 2825 4430 1999 589
24.4 1259 2834 4428 2005 592
24.4 1247 2807 4417 2000 591
24.4 1251 2803 4412 2003 589
24.41 1258 2806 4416 2005 591
24.41 1259 2804 4426 1999 590
24.42 1285 2776 4437 2004 588
24.42 1256 2784 4429 2010 587
24.43 1253 2785 4435 2002 583
24.43 1253 2774 4446 1991 588
24.43 1254 2784 4444 1991 577
24.44 1262 2781 4451 1985 577
24.44 1266 2768 4447 1985 576
24.45 1252 2768 4443 1988 573
24.45 1259 2757 4451 1987 570
24.46 1260 2744 4444 1995 579
24.46 1266 2730 4441 1992 587
24.47 1252 2710 4436 1985 587
24.47 1257 2712 4443 1988 588
24.47 1251 2710 4456 1996 587
24.48 1255 2718 4455 1986 586
24.48 1256 2712 4430 1992 582
24.49 1250 2703 4434 2002 587
24.49 1245 2702 4422 2005 584
24.5 1235 2715 4432 2009 591
24.5 1251 2732 4426 2012 603
24.51 1243 2728 4436 2013 594
24.51 1243 2709 4438 2005 581
24.51 1227 2730 4450 2016 577
24.52 1224 2738 4430 2006 578
24.52 1219 2720 4447 2008 578
24.53 1222 2730 4445 2007 578
24.53 1216 2730 4437 2037 584
24.54 1214 2734 4449 2033 590
24.54 1202 2710 4444 2044 592
24.55 1188 2700 4447 2036 593
24.55 1176 2703 4452 2041 590
24.55 1175 2704 4434 2044 587
24.56 1173 2696 4435 2044 592
24.56 1188 2686 4447 2040 597
24.57 1176 2681 4445 2039 597
24.57 1181 2668 4453 2041 593
24.58 1161 2669 4444 2045 595
24.58 1143 2669 4452 2071 595
24.59 1157 2678 4448 2069 594
24.59 1141 2663 4433 2079 596
24.6 1150 2658 4427 2082 593
24.6 1158 2661 4424 2085 594
24.6 1156 2667 4433 2069 597
24.61 1164 2661 4429 2082 596
24.61 1156 2666 4443 2088 599
24.62 1161 2633 4439 2092 595
24.62 1188 2641 4442 2087 598
24.63 1182 2626 4436 2077 601
24.63 1191 2622 4432 2087 598
24.64 1184 2635 4411 2095 595
24.64 1202 2644 4415 2105 594
24.64 1181 2625 4412 2112 602
24.65 1160 2628 4401 2111 602
24.65 1151 2611 4406 2110 596
24.66 1161 2604 4383 2109 599
24.66 1157 2610 4386 2089 588
24.67 1158 2611 4390 2110 581
24.67 1164 2628 4382 2111 587
24.67 1185 2621 4393 2112 587
24.68 1198 2622 4386 2122 582
24.68 1174 2626 4401 2110 581
24.69 1146 2622 4400 2106 582
24.69 1145 2612 4423 2107 589
24.7 1149 2619 4415 2101 592
24.7 1155 2630 4401 2095 591
24.71 1171 2628 4414 2107 590
24.71 1171 2631 4411 2115 592
24.72 1153 2624 4397 2106 594
24.72 1155 2624 4401 2099 593
24.73 1165 2638 4404 2097 592
24.73 1158 2629 4405 2076 596
24.73 1168 2642 4402 2075 595
24.74 1182 2633 4396 2075 602
24.74 1173 2623 4398 2078 596
24.75 1174 2608 4398 2075 599
24.75 1177 2613 4388 2090 596
24.76 1172 2628 4382 2087 599
24.76 1178 2617 4381 2067 597
24.77 1166 2621 4361 2067 591
24.77 1166 2620 4355 2062 589
24.78 1163 2607 4357 2064 579
24.78 1130 2591 4381 2073 585
24.79 1150 2587 4378 2053 588
24.79 1163 2591 4383 2056 597
24.79 1154 2603 4381 2053 605
24.8 1145 2587 4391 2068 607
24.8 1146 2587 4391 2082 600
24.81 1162 2583 4411 2082 600
24.81 1167 2576 4393 2083 601
24.82 1185 2563 4397 2071 594
24.82 1184 2542 4397 2071 592
24.83 1187 2541 4421 2074 587
24.83 1176 2544 4422 2084 584
24.84 1189 2553 4408 2081 593
24.84 1174 2550 4399 2089 598
24.84 1159 2537 4388 2084 598
24.85 1148 2518 4382 2082 606
24.85 1144 2526 4400 2087 609
24.86 1148 2513 4402 2090 599
24.86 1145 2516 4407 2101 591
24.87 1151 2531 4396 2098 592
24.87 1144 2538 4391 2079 590
24.88 1152 2536 4407 2089 592
24.88 1152 2536 4432 2068 590
24.89 1149 2544 4416 2075 598
24.89 1159 2545 4399 2095 602
24.89 1148 2533 4405 2091 599
24.9 1143 2543 4415 2097 592
24.9 1134 2557 4416 2102 587
24.91 1119 2558 4414 2099 592
24.91 1123 2571 4404 2108 596
24.92 1114 2548 4381 2117 592
24.92 1117 2546 4374 2113 598
24.93 1121 2537 4367 2111 602
24.93 1135 2536 4362 2109 604
24.94 1118 2544 4370 2125 599
24.94 1106 2524 4364 2107 595
24.95 1099 2515 4365 2106 597
24.95 1095 2511 4365 2106 601
24.96 1089 2514 4359 2116 598
24.96 1067 2512 4348 2112 605
24.96 1067 2511 4382 2108 600
24.97 1077 2514 4404 2090 599
24.97 1088 2513 4389 2103 613
24.98 1101 2509 4389 2101 610
24.98 1133 2506 4368 2103 610
24.99 1127 2522 4358 2102 607
24.99 1120 2497 4357 2114 604
25 1124 2492 4379 2094 605
25 1135 2489 4372 2097 605
25.01 1135 2481 4381 2089 604
25.01 1123 2477 4376 2079 605
25.01 1117 2465 4364 2078 616
25.02 1117 2453 4363 2088 619
25.02 1108 2435 4361 2091 615
25.03 1107 2447 4353 2078 611
25.03 1098 2432 4375 2082 613
25.04 1095 2440 4368 2093 610
25.04 1097 2452 4379 2090 614
25.05 1097 2453 4375 2099 610
25.05 1101 2455 4376 2093 621
25.06 1098 2464 4376 2102 620
25.06 1093 2456 4384 2112 613
25.07 1085 2455 4365 2108 615
25.07 1087 2444 4383 2107 617
25.08 1079 2442 4376 2117 618
25.08 1073 2424 4373 2128 614
25.08 1071 2421 4382 2123 617
25.09 1058 2430 4361 2120 621
25.09 1056 2432 4344 2107 617
25.1 1042 2434 4361 2126 615
25.1 1047 2435 4363 2136 619
25.11 1050 2446 4380 2132 620
25.11 1036 2448 4365 2134 619
25.12 1027 2459 4370 2140 620
25.12 1026 2449 4363 2139 619
25.13 1044 2448 4359 2135 616
25.13 1058 2431 4349 2133 617
25.14 1083 2430 4355 2134 610
25.14 1079 2433 4349 2127 606
25.15 1072 2429 4331 2128 610
25.15 1072 2428 4323 2123 596
25.15 1070 2443 4322 2109 610
25.16 1083 2422 4327 2118 618
25.16 1086 2419 4324 2123 626
25.17 1084 2422 4325 2129 624
25.17 1081 2411 4326 2135 625
25.18 1080 2421 4306 2128 631
25.18 1087 2414 4307 2129 629
25.19 1071 2395 4307 2135 630
25.19 1082 2386 4316 2154 626
25.2 1071 2382 4312 2150 621
25.2 1076 2385 4327 2149 611
25.21 1066 2370 4324 2155 617
25.21 1069 2367 4327 2171 624
25.22 1072 2375 4336 2173 620
25.22 1069 2381 4331 2163 624
25.23 1057 2376 4334 2168 631
25.23 1046 2380 4336 2170 642
25.23 1033 2352 4332 2173 648
25.24 1054 2344 4329 2173 648
25.24 1050 2334 4323 2173 648
25.25 1049 2329 4322 2174 656
25.25 1079 2319 4330 2170 662
25.26 1060 2315 4331 2166 656
25.26 1050 2298 4328 2175 657
25.27 1016 2301 4328 2168 663
25.27 1012 2315 4337 2158 656
25.28 1012 2306 4343 2172 657
25.28 1032 2306 4336 2193 649
25.29 1046 2314 4342 2183 641
25.29 1044 2325 4330 2199 644
25.3 1073 2328 4330 2189 642
25.3 1066 2346 4342 2191 643
25.31 1037 2344 4348 2191 650
25.31 1043 2334 4335 2179 651
25.31 1039 2330 4336 2190 653
25.32 1001 2329 4324 2186 650
25.32 1009 2320 4317 2185 651
25.33 1027 2303 4318 2203 653
25.33 1074 2294 4319 2204 657
25.34 1079 2290 4305 2202 652
25.34 1075 2286 4311 2206 656
25.35 1081 2285 4313 2193 644
25.35 1092 2279 4297 2198 636
25.36 1082 2277 4278 2197 638
25.36 1063 2251 4272 2197 641
25.37 1062 2250 4274 2187 635
25.37 1062 2256 4280 2193 629
25.38 1074 2249 4283 2194 628
25.38 1069 2255 4275 2199 624
25.38 1052 2250 4277 2198 617
25.39 1052 2245 4285 2190 628
25.39 1053 2245 4289 2188 631
25.4 1037 2248 4290 2181 632
25.4 1057 2240 4271 2190 638
25.41 1059 2242 4276 2185 648
25.41 1061 2251 4283 2205 648
25.42 1075 2247 4282 2215 647
25.42 1078 2253 4277 2206 642
25.43 1062 2246 4271 2198 639
25.43 1065 2243 4265 2183 634
25.44 1060 2274 4254 2177 631
25.44 1055 2275 4253 2184 623
25.45 1061 2255 4241 2192 627
25.45 1043 2256 4234 2188 627
25.46 1033 2266 4234 2184 631
25.46 1039 2263 4230 2180 628
25.47 1023 2263 4246 2176 628
25.47 1024 2284 4248 2169 619
25.47 1014 2283 4242 2166 623
25.48 1024 2257 4240 2156 627
25.48 1020 2257 4245 2153 633
25.49 1034 2246 4245 2171 630
25.49 1023 2231 4238 2175 631
25.5 1035 2234 4223 2168 624
25.5 1044 2226 4224 2176 624
25.51 1049 2226 4218 2177 624
25.51 1063 2223 4216 2174 628
25.52 1067 2216 4206 2173 626
25.52 1032 2222 4187 2167 628
25.53 1041 2234 4180 2178 635
25.53 1032 2237 4175 2185 631
25.54 1032 2245 4183 2179 637
25.54 1040 2235 4184 2180 635
25.55 1048 2224 4186 2179 641
25.55 1029 2226 4184 2178 649
25.56 1037 2236 4178 2197 652
25.56 1043 2234 4172 2192 647
25.57 1036 2229 4171 2191 645
25.57 1035 2224 4188 2201 640
25.58 1030 2212 4176 2191 641
25.58 1035 2213 4169 2190 641
25.59 1056 2221 4173 2181 647
25.59 1058 2202 4184 2191 657
25.59 1063 2203 4183 2194 657
25.6 1067 2195 4176 2197 655
25.6 1046 2212 4174 2202 662
25.61 1041 2216 4176 2189 668
25.61 1038 2211 4172 2198 673
25.62 1013 2201 4167 2188 673
25.62 997 2202 4163 2187 665
25.63 986 2186 4181 2205 664
25.63 994 2178 4158 2197 659
25.64 997 2167 4151 2200 665
25.64 998 2169 4159 2203 661
25.65 1004 2170 4158 2208 660
25.65 1006 2173 4152 2206 667
25.66 1004 2175 4163 2193 665
25.66 993 2188 4163 2196 668
25.66 994 2188 4151 2194 675
25.67 1018 2180 4137 2187 684
25.67 1026 2187 4132 2192 681
25.68 1009 2176 4152 2196 687
25.68 1007 2187 4158 2208 692
25.69 1018 2178 4159 2219 696
25.69 1005 2168 4164 2211 694
25.7 1013 2172 4150 2214 691
25.7 1025 2174 4131 2225 693
25.71 1012 2176 4129 2216 695
25.71 1014 2176 4126 2200 698
25.72 1007 2185 4110 2190 690
25.72 1008 2188 4098 2199 685
25.73 1017 2181 4083 2195 680
25.73 1015 2162 4064 2203 672
25.74 1028 2172 4063 2203 668
25.74 1035 2193 4054 2216 664
25.75 1035 2182 4065 2214 650
25.75 1015 2183 4061 2224 651
25.76 1029 2170 4057 2242 652
25.76 1025 2171 4059 2250 657
25.77 1000 2161 4070 2252 661
25.77 995 2147 4072 2271 653
25.78 995 2146 4089 2262 658
25.78 1004 2148 4094 2256 656
25.79 1001 2136 4091 2245 659
25.79 1023 2135 4095 2256 665
25.8 1004 2134 4095 2243 670
25.8 1008 2159 4100 2235 678
25.81 1014 2169 4098 2228 685
25.81 1019 2164 4092 2241 688
25.82 1030 2144 4083 2244 691
25.82 1010 2130 4084 2236 692
25.83 989 2146 4077 2243 691
25.83 1009 2135 4064 2235 701
25.83 1008 2119 4055 2232 704
25.84 1014 2105 4054 2237 696
25.84 1013 2107 4055 2241 680
25.85 1003 2108 4051 2217 683
25.85 997 2098 4048 2216 681
25.86 1006 2082 4041 2207 688
25.86 998 2080 4048 2198 686
25.87 981 2084 4052 2197 690
25.87 972 2083 4065 2182 698
25.88 979 2066 4054 2178 695
25.88 976 2060 4049 2196 703
25.89 954 2070 4031 2185 700
25.89 932 2068 4030 2197 699
25.9 919 2056 4034 2195 692
25.9 951 2058 4037 2197 687
25.91 965 2056 4024 2196 695
25.91 969 2056 4033 2206 686
25.92 991 2064 4027 2208 678
25.92 987 2070 4033 2202 674
25.93 977 2075 4022 2192 676
25.93 1002 2062 4034 2188 684
25.94 990 2052 4019 2197 686
25.94 968 2058 4015 2200 683
25.95 985 2066 4010 2199 682
25.95 965 2049 4002 2183 679
25.96 933 2038 4009 2174 680
25.96 945 2038 4012 2178 675
25.97 934 2049 4014 2185 670
25.97 941 2046 4029 2160 672
25.98 959 2039 4027 2159 672
25.98 968 2028 4025 2175 674
25.99 969 2014 4025 2192 666
25.99 983 1993 4041 2199 662
26 980 1992 4026 2199 663
26 962 1990 4012 2194 660
26.01 977 1991 4013 2180 669
26.01 984 1997 4017 2181 667
26.02 970 2004 4014 2183 671
26.02 984 2010 3999 2207 666
26.03 978 2017 4007 2203 667
26.03 974 2013 3998 2212 667
26.04 965 2022 3983 2210 672
26.04 980 2036 3973 2200 671
26.05 970 2036 3992 2229 679
26.05 957 2022 3989 2242 682
26.06 955 2017 3994 2233 681
26.06 954 2019 3978 2225 688
26.07 964 2028 3977 2222 681
26.07 968 2032 3979 2216 677
26.08 966 2022 3981 2208 673
26.08 953 2008 3976 2216 673
26.09 942 2010 3997 2213 674
26.09 973 1989 3996 2235 673
26.1 976 1979 4001 2247 673
26.1 986 1991 3994 2251 670
26.11 974 1972 3971 2251 664
26.11 979 1958 3962 2245 664
26.12 966 1964 3957 2235 668
26.12 977 1965 3956 2214 662
26.13 984 1972 3948 2207 667
26.13 993 1988 3944 2203 666
26.14 972 1976 3955 2215 664
26.14 938 1978 3949 2220 661
26.15 946 1966 3952 2238 656
26.15 945 1963 3938 2229 651
26.16 943 1965 3931 2231 656
26.16 911 1966 3909 2212 654
26.16 911 1950 3885 2208 648
26.17 915 1959 3884 2217 649
26.18 927 1968 3891 2230 656
26.18 921 1968 3900 2226 661
26.19 935 1975 3892 2239 659
26.19 930 1966 3900 2249 659
26.2 929 1962 3892 2245 662
