Time R1 R2 R3 R4 R5
20.17 7381 1784 1978 1038 379
20.18 7397 1792 1970 1033 378
20.18 7387 1803 1970 1025 381
20.18 7393 1805 1977 1027 382
20.18 7418 1820 1985 1035 378
20.19 7408 1814 1993 1035 374
20.19 7371 1818 1991 1048 370
20.19 7352 1840 1989 1043 378
20.2 7334 1854 1990 1042 384
20.2 7319 1857 2002 1032 382
20.2 7326 1861 2016 1031 382
20.21 7341 1884 2015 1037 383
20.21 7346 1888 2001 1039 386
20.21 7338 1909 1984 1040 385
20.22 7328 1930 1978 1052 380
20.22 7335 1939 1975 1056 377
20.22 7346 1945 1978 1063 380
20.23 7312 1952 1985 1058 381
20.23 7299 1962 1986 1061 388
20.23 7250 1966 1976 1061 385
20.23 7237 1966 1976 1050 387
20.24 7225 1983 1976 1049 385
20.24 7222 1979 1983 1045 387
20.24 7220 1988 1989 1048 389
20.25 7220 1997 1984 1056 385
20.25 7221 2025 1985 1051 382
20.25 7200 2035 1980 1053 378
20.26 7191 2040 1990 1047 378
20.26 7172 2056 1997 1044 379
20.26 7168 2056 2003 1046 377
20.27 7135 2064 2009 1050 376
20.27 7087 2070 2014 1045 374
20.27 7083 2087 2004 1050 376
20.28 7037 2101 2002 1055 377
20.28 7049 2103 1995 1051 376
20.28 7041 2117 1995 1053 370
20.28 7031 2125 1999 1059 372
20.29 7013 2150 1990 1054 377
20.29 7025 2159 1999 1064 375
20.29 7040 2166 2003 1063 372
20.3 7008 2174 2013 1056 375
20.3 7000 2164 2019 1057 372
20.3 6960 2158 2012 1058 372
20.31 6982 2151 2013 1052 370
20.31 6944 2156 2017 1050 369
20.31 6963 2158 2014 1047 370
20.32 6974 2170 2011 1054 371
20.32 6957 2172 2013 1054 364
20.32 6968 2169 2001 1052 370
20.32 6940 2175 1996 1050 371
20.33 6926 2179 1986 1053 372
20.33 6940 2174 1989 1059 378
20.33 6911 2171 1986 1066 382
20.34 6912 2163 1986 1063 382
20.34 6862 2167 1974 1059 382
20.34 6847 2174 1977 1056 384
20.35 6832 2183 1981 1059 387
20.35 6824 2208 1976 1058 392
20.35 6833 2229 1974 1055 393
20.36 6795 2227 1971 1049 392
20.36 6779 2227 1972 1057 391
20.36 6758 2249 1977 1060 388
20.36 6774 2259 1978 1052 389
20.37 6739 2275 1983 1055 394
20.37 6757 2272 1992 1054 393
20.37 6761 2270 1990 1056 391
20.38 6758 2282 1988 1057 391
20.38 6745 2283 1990 1067 389
20.38 6736 2278 1990 1061 389
20.39 6718 2285 1989 1064 390
20.39 6698 2294 1994 1066 390
20.39 6677 2317 2002 1058 394
20.4 6674 2320 2006 1065 395
20.4 6687 2314 2004 1066 395
20.4 6649 2313 2002 1060 392
20.41 6667 2328 2003 1068 392
20.41 6661 2363 2009 1075 400
20.41 6662 2366 2021 1069 398
20.41 6685 2377 2017 1075 394
20.42 6649 2383 2025 1073 394
20.42 6632 2382 2019 1080 391
20.42 6643 2387 2011 1077 384
20.43 6654 2396 2018 1081 383
20.43 6611 2391 2017 1081 384
20.43 6607 2379 2023 1088 381
20.44 6589 2385 2010 1093 381
20.44 6579 2381 2016 1100 380
20.44 6554 2383 2031 1107 385
20.45 6554 2393 2032 1116 385
20.45 6542 2402 2050 1107 383
20.45 6484 2420 2044 1108 378
20.46 6480 2436 2052 1105 375
20.46 6456 2456 2056 1098 368
20.46 6449 2464 2069 1096 370
20.46 6418 2449 2081 1093 375
20.47 6406 2436 2090 1086 372
20.47 6415 2427 2086 1087 371
20.47 6412 2447 2089 1084 370
20.48 6404 2457 2088 1089 370
20.48 6415 2481 2094 1083 371
20.48 6403 2486 2104 1073 370
20.49 6408 2489 2110 1074 365
20.49 6415 2500 2114 1073 366
20.49 6410 2517 2107 1076 368
20.5 6415 2521 2112 1079 369
20.5 6388 2544 2113 1084 371
20.5 6376 2552 2108 1084 368
20.51 6343 2553 2113 1085 366
20.51 6350 2574 2122 1095 363
20.51 6354 2583 2124 1097 364
20.51 6316 2608 2127 1101 364
20.52 6293 2605 2136 1101 365
20.52 6303 2605 2131 1106 369
20.52 6278 2633 2127 1111 369
20.53 6277 2630 2121 1107 373
20.53 6268 2636 2121 1110 371
20.53 6260 2654 2114 1111 371
20.54 6259 2655 2118 1110 374
20.54 6259 2657 2132 1109 371
20.54 6230 2667 2141 1123 367
20.55 6222 2689 2143 1121 361
20.55 6191 2698 2145 1121 363
20.55 6187 2698 2145 1119 365
20.56 6163 2697 2151 1115 360
20.56 6154 2703 2147 1103 357
20.56 6147 2713 2155 1092 361
20.56 6138 2709 2152 1101 362
20.57 6131 2717 2147 1097 368
20.57 6128 2740 2150 1102 366
20.57 6125 2743 2148 1101 367
20.58 6124 2766 2154 1110 366
20.58 6098 2768 2161 1115 370
20.58 6085 2773 2159 1108 377
20.59 6100 2770 2163 1103 378
20.59 6124 2765 2145 1108 382
20.59 6080 2794 2141 1119 380
20.6 6107 2783 2141 1112 383
20.6 6118 2793 2139 1117 385
20.6 6077 2793 2151 1110 389
20.61 6034 2795 2157 1113 389
20.61 6029 2799 2157 1117 390
20.61 6015 2804 2153 1120 396
20.61 6008 2811 2159 1111 397
20.62 5978 2792 2167 1106 393
20.62 5983 2806 2168 1098 395
20.62 5966 2812 2162 1099 393
20.63 5957 2821 2179 1104 391
20.63 5954 2827 2173 1102 394
20.63 5940 2847 2166 1099 396
20.64 5950 2858 2155 1093 398
20.64 5944 2850 2162 1096 398
20.64 5893 2846 2166 1095 400
20.65 5857 2838 2169 1081 399
20.65 5869 2837 2178 1075 397
20.65 5866 2848 2182 1077 401
20.66 5868 2838 2188 1087 401
20.66 5865 2848 2195 1079 407
20.66 5859 2862 2202 1075 414
20.67 5856 2875 2201 1078 416
20.67 5845 2886 2201 1072 416
20.67 5812 2901 2216 1070 415
20.67 5810 2895 2222 1071 410
20.68 5809 2902 2221 1071 413
20.68 5805 2892 2218 1068 413
20.68 5791 2899 2218 1068 416
20.69 5786 2901 2219 1074 414
20.69 5789 2913 2217 1076 413
20.69 5754 2917 2225 1085 413
20.7 5767 2939 2218 1099 415
20.7 5731 2944 2214 1099 410
20.7 5743 2943 2212 1090 412
20.71 5786 2939 2218 1093 408
20.71 5754 2939 2227 1100 404
20.71 5739 2949 2226 1111 403
20.72 5759 2949 2214 1099 401
20.72 5744 2953 2212 1090 397
20.72 5729 2948 2212 1086 395
20.72 5725 2965 2214 1078 396
20.73 5701 2966 2232 1071 392
20.73 5679 2971 2238 1078 398
20.73 5685 2988 2234 1083 398
20.74 5667 2978 2229 1079 395
20.74 5678 2982 2230 1078 394
20.74 5677 2973 2238 1085 389
20.75 5638 2979 2244 1084 391
20.75 5624 3001 2255 1090 390
20.75 5618 2998 2245 1083 388
20.76 5614 3018 2259 1082 389
20.76 5627 3015 2268 1088 388
20.76 5585 3021 2271 1084 387
20.77 5571 3027 2277 1084 387
20.77 5568 3037 2282 1083 386
20.77 5572 3036 2293 1081 382
20.78 5579 3054 2301 1088 384
20.78 5576 3055 2302 1081 386
20.78 5570 3057 2301 1080 390
20.78 5579 3067 2302 1082 386
20.79 5525 3067 2304 1087 385
20.79 5518 3060 2303 1095 388
20.79 5493 3079 2314 1098 390
20.8 5468 3085 2316 1100 395
20.8 5471 3100 2303 1101 391
20.8 5453 3101 2305 1091 386
20.81 5468 3095 2299 1087 387
20.81 5472 3094 2306 1084 390
20.81 5472 3084 2304 1085 389
20.82 5440 3089 2302 1087 388
20.82 5411 3071 2304 1087 393
20.82 5394 3078 2313 1090 391
20.83 5420 3086 2320 1093 397
20.83 5431 3080 2317 1092 394
20.83 5429 3091 2318 1091 393
20.84 5423 3105 2323 1085 392
20.84 5423 3121 2329 1093 394
20.84 5402 3132 2323 1090 397
20.84 5394 3141 2323 1087 389
20.85 5366 3147 2339 1088 382
20.85 5369 3134 2337 1098 384
20.85 5358 3139 2348 1108 387
20.86 5342 3135 2344 1112 389
20.86 5359 3129 2347 1110 389
20.86 5343 3138 2345 1104 388
20.87 5340 3151 2344 1103 386
20.87 5322 3145 2357 1106 386
20.87 5331 3151 2356 1108 386
20.88 5327 3154 2360 1107 390
20.88 5336 3160 2371 1118 391
20.88 5282 3165 2386 1120 397
20.89 5255 3171 2385 1125 396
20.89 5264 3168 2389 1128 395
20.89 5253 3165 2389 1136 397
20.89 5236 3147 2388 1140 399
20.9 5246 3140 2390 1148 402
20.9 5236 3141 2404 1141 402
20.9 5213 3146 2399 1157 401
20.91 5186 3150 2393 1159 398
20.91 5187 3156 2394 1157 390
20.91 5188 3169 2400 1147 390
20.92 5185 3186 2394 1145 384
20.92 5139 3188 2392 1141 390
20.92 5145 3192 2401 1147 397
20.93 5142 3217 2404 1145 400
20.93 5130 3217 2410 1141 400
20.93 5113 3231 2421 1142 401
20.94 5096 3231 2417 1141 395
20.94 5099 3231 2428 1126 390
20.94 5084 3245 2441 1122 388
20.95 5080 3246 2426 1125 389
20.95 5060 3249 2436 1114 389
20.95 5027 3268 2430 1111 388
20.96 5011 3263 2449 1106 385
20.96 5021 3264 2448 1113 388
20.96 5029 3276 2456 1111 390
20.96 5029 3282 2465 1100 390
20.97 5027 3284 2472 1094 385
20.97 5022 3289 2476 1098 385
20.97 5007 3307 2477 1096 383
20.98 5010 3310 2483 1095 384
20.98 5024 3315 2483 1095 379
20.98 5010 3331 2496 1104 379
20.99 5000 3336 2487 1108 377
20.99 4980 3330 2476 1102 376
20.99 4970 3325 2485 1101 371
21 4944 3330 2489 1098 371
21 4931 3346 2500 1100 379
21 4913 3345 2513 1103 378
21.01 4921 3354 2507 1115 383
21.01 4902 3368 2513 1114 389
21.01 4896 3370 2510 1105 389
21.02 4902 3363 2515 1115 393
21.02 4894 3363 2520 1121 390
21.02 4880 3374 2522 1125 383
21.02 4844 3374 2537 1122 383
21.03 4837 3384 2548 1115 380
21.03 4818 3398 2536 1120 380
21.03 4814 3402 2542 1123 379
21.04 4795 3403 2550 1125 381
21.04 4825 3416 2535 1123 377
21.04 4807 3417 2541 1124 385
21.05 4783 3440 2545 1128 388
21.05 4788 3467 2540 1139 388
21.05 4783 3482 2544 1146 389
21.06 4764 3461 2562 1149 380
21.06 4751 3475 2566 1151 379
21.06 4781 3460 2564 1157 376
21.07 4743 3458 2564 1158 375
21.07 4714 3463 2564 1148 369
21.07 4723 3456 2560 1154 371
21.08 4715 3478 2560 1159 378
21.08 4685 3485 2567 1171 376
21.08 4699 3483 2566 1165 383
21.09 4702 3502 2570 1164 384
21.09 4692 3502 2568 1164 382
21.09 4689 3502 2562 1161 384
21.1 4702 3486 2564 1174 382
21.1 4682 3489 2564 1181 378
21.1 4672 3499 2557 1177 383
21.11 4653 3511 2562 1185 381
21.11 4647 3503 2558 1181 383
21.11 4642 3511 2562 1181 382
21.12 4614 3509 2559 1183 385
21.12 4593 3509 2566 1176 378
21.12 4616 3510 2568 1175 379
21.13 4623 3525 2575 1175 384
21.13 4619 3523 2552 1176 386
21.13 4610 3526 2557 1178 389
21.13 4575 3524 2555 1184 394
21.14 4523 3550 2553 1186 394
21.14 4513 3552 2555 1186 394
21.14 4504 3574 2558 1190 398
21.15 4508 3581 2565 1179 395
21.15 4499 3587 2565 1182 397
21.15 4484 3607 2569 1179 395
21.16 4484 3604 2566 1169 401
21.16 4509 3591 2575 1164 405
21.16 4513 3590 2581 1168 408
21.17 4497 3593 2585 1163 408
21.17 4504 3594 2586 1166 406
21.17 4515 3594 2583 1172 408
21.18 4500 3604 2584 1173 403
21.18 4456 3586 2591 1172 409
21.18 4448 3591 2603 1158 406
21.19 4441 3585 2607 1157 410
21.19 4429 3606 2607 1155 415
21.19 4398 3604 2616 1160 412
21.2 4414 3597 2623 1160 410
21.2 4385 3586 2625 1168 404
21.2 4369 3580 2626 1169 404
21.21 4359 3600 2636 1166 401
21.21 4371 3607 2637 1175 402
21.21 4384 3594 2647 1180 403
21.22 4370 3596 2650 1181 405
21.22 4355 3619 2651 1188 409
21.22 4365 3615 2658 1185 409
21.23 4362 3613 2657 1192 406
21.23 4359 3630 2664 1193 408
21.23 4382 3639 2670 1201 410
21.23 4358 3648 2686 1202 410
21.24 4359 3652 2686 1208 407
21.24 4346 3652 2685 1207 406
21.24 4343 3646 2687 1210 404
21.25 4346 3659 2690 1202 403
21.25 4325 3654 2680 1200 411
21.25 4310 3632 2686 1198 414
21.26 4297 3627 2699 1203 418
21.26 4281 3627 2699 1212 415
21.26 4301 3625 2699 1212 415
21.27 4297 3623 2709 1216 415
21.27 4285 3640 2722 1218 411
21.27 4259 3649 2733 1215 414
21.28 4252 3645 2741 1209 413
21.28 4218 3658 2749 1205 410
21.28 4236 3651 2761 1198 402
21.29 4236 3638 2768 1198 404
21.29 4215 3652 2771 1199 405
21.29 4239 3658 2767 1196 408
21.3 4201 3650 2766 1197 410
21.3 4177 3644 2763 1193 413
21.3 4150 3649 2791 1192 414
21.31 4164 3644 2798 1196 412
21.31 4135 3648 2796 1187 408
21.31 4141 3642 2793 1181 411
21.32 4169 3662 2793 1181 407
21.32 4189 3670 2791 1189 405
21.32 4190 3673 2793 1182 408
21.33 4174 3684 2793 1178 405
21.33 4166 3681 2791 1196 408
21.33 4188 3672 2812 1201 413
21.34 4181 3678 2828 1200 413
21.34 4175 3664 2828 1197 416
21.34 4158 3656 2830 1195 415
21.35 4136 3679 2827 1193 409
21.35 4132 3676 2831 1207 414
21.35 4097 3668 2838 1213 412
21.35 4114 3661 2850 1225 408
21.36 4104 3662 2860 1224 408
21.36 4080 3671 2857 1209 403
21.36 4061 3676 2840 1211 400
21.37 4066 3684 2849 1215 402
21.37 4065 3698 2847 1213 405
21.37 4065 3668 2856 1224 405
21.38 4032 3683 2849 1229 411
21.38 4036 3690 2845 1230 417
21.38 4023 3695 2847 1223 418
21.39 4020 3669 2855 1216 418
21.39 4022 3674 2865 1207 422
21.39 4019 3683 2865 1205 420
21.4 4002 3689 2885 1195 421
21.4 4008 3703 2881 1194 422
21.4 3991 3693 2887 1183 422
21.41 3982 3676 2888 1189 423
21.41 3959 3671 2881 1191 422
21.41 3923 3687 2874 1193 425
21.42 3919 3713 2875 1197 432
21.42 3930 3730 2880 1202 426
21.42 3931 3730 2875 1218 430
21.43 3909 3732 2874 1219 436
21.43 3918 3719 2880 1221 430
21.43 3919 3726 2886 1218 429
21.44 3929 3735 2881 1215 428
21.44 3929 3740 2886 1210 427
21.44 3950 3747 2881 1219 425
21.45 3945 3748 2876 1224 427
21.45 3939 3748 2892 1220 423
21.45 3921 3753 2892 1216 420
21.46 3905 3764 2913 1211 423
21.46 3909 3766 2913 1212 424
21.46 3913 3787 2910 1222 426
21.47 3914 3799 2909 1219 433
21.47 3904 3804 2916 1209 437
21.47 3883 3776 2920 1216 433
21.48 3872 3781 2915 1217 437
21.48 3851 3788 2926 1206 435
21.48 3824 3787 2935 1212 432
21.49 3813 3790 2933 1215 435
21.49 3799 3805 2930 1217 437
21.49 3817 3794 2942 1213 434
21.5 3782 3796 2952 1216 432
21.5 3788 3804 2955 1224 433
21.5 3780 3800 2952 1227 431
21.51 3748 3818 2958 1220 432
21.51 3720 3823 2973 1217 433
21.51 3707 3826 2972 1219 436
21.52 3693 3829 2977 1217 434
21.52 3676 3838 2976 1216 434
21.52 3670 3829 2958 1220 437
21.53 3691 3833 2957 1231 442
21.53 3697 3824 2952 1225 442
21.53 3729 3842 2942 1218 445
21.54 3699 3841 2938 1220 444
21.54 3663 3853 2944 1230 442
21.54 3656 3844 2964 1231 437
21.55 3689 3859 2975 1238 445
21.55 3689 3876 2983 1230 436
21.55 3662 3856 2990 1238 436
21.56 3641 3866 3000 1249 438
21.56 3619 3845 2999 1254 443
21.56 3595 3845 3002 1252 448
21.57 3587 3855 2997 1256 443
21.57 3583 3862 3013 1262 442
21.57 3600 3868 3025 1269 434
21.58 3576 3865 3034 1267 434
21.58 3561 3876 3032 1265 434
21.58 3559 3887 3032 1263 429
21.59 3545 3887 3035 1262 427
21.59 3550 3910 3044 1259 431
21.59 3546 3898 3053 1260 435
21.6 3546 3905 3057 1250 436
21.6 3533 3906 3045 1258 444
21.6 3524 3903 3055 1263 447
21.61 3526 3901 3055 1266 446
21.61 3528 3906 3066 1257 441
21.61 3542 3906 3060 1255 447
21.62 3524 3913 3044 1255 442
21.62 3539 3900 3042 1260 439
21.62 3533 3895 3037 1261 442
21.63 3537 3899 3044 1263 437
21.63 3522 3923 3046 1259 440
21.63 3512 3928 3052 1263 441
21.64 3508 3930 3052 1273 439
21.64 3500 3925 3065 1270 440
21.64 3486 3936 3076 1266 436
21.65 3467 3943 3084 1262 438
21.65 3461 3948 3083 1262 438
21.65 3463 3944 3087 1260 438
21.66 3470 3946 3076 1274 430
21.66 3456 3932 3062 1287 429
21.66 3437 3929 3071 1290 431
21.67 3428 3939 3077 1286 430
21.67 3400 3926 3085 1289 432
21.67 3389 3930 3095 1289 431
21.68 3387 3919 3105 1295 430
21.68 3384 3904 3107 1297 430
21.68 3381 3910 3118 1303 428
21.69 3378 3916 3115 1303 428
21.69 3379 3920 3114 1310 435
21.69 3358 3928 3119 1312 437
21.7 3348 3934 3139 1308 435
21.7 3324 3934 3135 1318 433
21.7 3302 3934 3138 1317 435
21.71 3319 3913 3140 1325 433
21.71 3339 3910 3150 1323 436
21.71 3296 3911 3153 1331 435
21.72 3302 3917 3168 1327 438
21.72 3309 3899 3171 1320 435
21.72 3299 3907 3170 1320 440
21.73 3287 3938 3174 1315 442
21.73 3289 3956 3176 1309 436
21.73 3274 3962 3185 1306 437
21.74 3260 3971 3192 1313 442
21.74 3252 3959 3192 1302 441
21.75 3241 3952 3185 1311 443
21.75 3237 3955 3177 1316 445
21.75 3238 3952 3179 1314 449
21.76 3238 3955 3185 1309 449
21.76 3229 3955 3180 1308 454
21.76 3228 3966 3189 1312 453
21.77 3211 3975 3196 1304 458
21.77 3188 3960 3206 1312 454
21.77 3187 3954 3215 1310 448
21.78 3218 3953 3225 1308 448
21.78 3215 3937 3228 1303 449
21.78 3199 3929 3235 1300 453
21.79 3202 3927 3226 1291 444
21.79 3198 3926 3233 1294 443
21.79 3208 3935 3239 1299 443
21.8 3205 3935 3247 1306 443
21.8 3198 3928 3259 1306 441
21.8 3189 3919 3267 1311 440
21.81 3193 3906 3262 1307 438
21.81 3184 3920 3274 1299 433
21.81 3160 3918 3272 1302 432
21.82 3156 3918 3269 1310 437
21.82 3159 3930 3281 1312 436
21.82 3114 3923 3285 1315 435
21.83 3122 3915 3277 1301 437
21.83 3120 3924 3276 1308 436
21.83 3124 3933 3296 1313 438
21.84 3115 3949 3317 1317 438
21.84 3108 3950 3313 1322 441
21.84 3106 3957 3313 1324 440
21.85 3107 3965 3322 1327 437
21.85 3103 3982 3307 1328 438
21.85 3106 3988 3287 1310 443
21.86 3106 3981 3286 1319 444
21.86 3106 3985 3295 1316 444
21.87 3109 3997 3293 1308 445
21.87 3114 4010 3303 1301 446
21.87 3098 4013 3302 1300 445
21.88 3068 4015 3291 1305 441
21.88 3081 4017 3305 1307 442
21.88 3087 4006 3316 1298 447
21.89 3063 4010 3321 1294 442
21.89 3070 4000 3326 1292 438
21.89 3080 3999 3335 1299 441
21.9 3064 3992 3339 1298 439
21.9 3048 3992 3344 1308 434
21.9 3058 3981 3342 1319 434
21.91 3058 3966 3348 1311 437
21.91 3038 3979 3347 1320 440
21.91 3047 3985 3357 1315 442
21.92 3046 4002 3364 1321 445
21.92 3034 4010 3350 1322 442
21.92 3015 4010 3357 1324 442
21.93 3031 3989 3368 1321 443
21.93 3044 4000 3370 1326 436
21.93 3047 3997 3376 1320 436
21.94 3033 3997 3377 1319 440
21.94 3008 3981 3374 1310 441
21.94 2988 3975 3366 1312 439
21.95 3004 3981 3373 1315 437
21.95 3001 3987 3381 1318 435
21.95 2993 3981 3365 1320 433
21.96 2994 3984 3375 1314 435
21.96 2970 3980 3384 1322 440
21.96 2970 3982 3392 1317 441
21.97 2960 3974 3400 1320 446
21.97 2937 3977 3395 1325 444
21.97 2917 3990 3409 1312 448
21.98 2887 3989 3407 1317 446
21.98 2895 3982 3420 1322 441
21.99 2879 3999 3420 1329 433
21.99 2872 4012 3418 1336 438
21.99 2859 4004 3424 1335 436
22 2873 4010 3417 1351 441
22 2859 4010 3429 1345 445
22 2841 3996 3452 1352 443
22.01 2848 4004 3447 1355 438
22.01 2838 4007 3442 1368 441
22.01 2846 3994 3437 1377 444
22.02 2830 3994 3456 1382 444
22.02 2830 3989 3457 1372 442
22.02 2853 3984 3476 1365 442
22.03 2841 3995 3479 1364 449
22.03 2840 3990 3492 1368 454
22.03 2813 4014 3503 1368 460
22.04 2788 3982 3522 1367 457
22.04 2805 3972 3523 1363 451
22.04 2795 3969 3522 1364 450
22.05 2806 3975 3518 1375 448
22.05 2791 3963 3526 1367 445
22.06 2793 3961 3528 1363 443
22.06 2794 3968 3509 1362 449
22.06 2781 3975 3517 1366 447
22.07 2774 3987 3519 1362 444
22.07 2750 3974 3517 1358 445
22.07 2757 3962 3514 1362 445
22.08 2754 3969 3505 1370 450
22.08 2724 3958 3525 1381 452
22.08 2726 3975 3522 1388 451
22.09 2738 3978 3530 1388 454
22.09 2728 3986 3523 1399 452
22.09 2716 3986 3529 1398 453
22.1 2715 3988 3526 1408 447
22.1 2699 3999 3522 1398 450
22.1 2686 4011 3523 1400 450
22.11 2670 4021 3538 1400 449
22.11 2677 4018 3538 1397 450
22.12 2687 4020 3537 1395 453
22.12 2680 4028 3539 1387 456
22.12 2702 4027 3548 1388 455
22.13 2687 4020 3553 1386 456
22.13 2699 4019 3560 1387 463
22.13 2682 4016 3562 1382 462
22.14 2657 4008 3579 1378 460
22.14 2675 4013 3584 1382 460
22.14 2673 4008 3583 1390 464
22.15 2652 3996 3589 1394 461
22.15 2669 3994 3598 1392 471
22.15 2655 3990 3594 1385 464
22.16 2656 3996 3600 1385 461
22.16 2622 3989 3597 1382 462
22.17 2602 3995 3590 1393 464
22.17 2592 3998 3599 1395 470
22.17 2608 3995 3584 1387 474
22.18 2603 3993 3591 1381 478
22.18 2610 4008 3593 1390 485
22.18 2604 4003 3604 1391 484
22.19 2597 3995 3609 1384 477
22.19 2602 3984 3615 1393 480
22.19 2591 3993 3614 1389 477
22.2 2603 3988 3626 1385 476
22.2 2602 3986 3638 1384 480
22.2 2623 3985 3652 1381 483
22.21 2605 3980 3666 1396 471
22.21 2567 3975 3682 1411 471
22.21 2576 3968 3679 1400 471
22.22 2608 3972 3674 1398 476
22.22 2594 3957 3688 1401 472
22.23 2616 3954 3679 1403 470
22.23 2593 3953 3673 1399 468
22.23 2586 3953 3685 1408 472
22.24 2597 3948 3682 1407 468
22.24 2606 3959 3693 1416 468
22.24 2603 3974 3680 1414 469
22.25 2620 3968 3695 1411 472
22.25 2603 3965 3699 1415 476
22.25 2606 3980 3706 1414 468
22.26 2596 3975 3697 1425 473
22.26 2576 3984 3702 1409 473
22.27 2540 3981 3698 1414 473
22.27 2526 3990 3710 1408 472
22.27 2521 3979 3698 1410 466
22.28 2509 3978 3686 1399 460
22.28 2492 3979 3687 1398 460
22.28 2494 3991 3690 1398 459
22.29 2487 3975 3704 1383 457
22.29 2479 3970 3710 1375 456
22.29 2482 3982 3702 1368 456
22.3 2498 3970 3683 1370 457
22.3 2495 3966 3680 1356 457
22.3 2503 3970 3682 1356 461
22.31 2495 3978 3678 1359 464
22.31 2485 3963 3679 1363 462
22.32 2472 3960 3696 1371 469
22.32 2486 3963 3708 1372 469
22.32 2477 3962 3701 1370 474
22.33 2485 3970 3697 1367 477
22.33 2512 3964 3699 1380 479
22.33 2511 3960 3714 1385 474
22.34 2494 3954 3714 1369 479
22.34 2502 3928 3713 1369 478
22.35 2499 3945 3722 1374 474
22.35 2498 3922 3721 1366 475
22.35 2474 3932 3713 1373 470
22.36 2490 3925 3718 1377 478
22.36 2455 3909 3719 1380 477
22.36 2446 3889 3735 1383 477
22.37 2432 3865 3730 1377 474
22.37 2428 3866 3733 1386 477
22.37 2435 3885 3742 1388 472
22.38 2438 3876 3742 1379 475
22.38 2422 3870 3728 1377 469
22.38 2406 3879 3732 1377 472
22.39 2377 3876 3736 1382 473
22.39 2399 3884 3731 1392 476
22.4 2401 3896 3742 1396 469
22.4 2399 3903 3745 1396 455
22.4 2408 3888 3749 1397 456
22.41 2399 3912 3754 1407 456
22.41 2391 3923 3758 1409 455
22.41 2375 3917 3766 1403 457
22.42 2358 3939 3764 1392 459
22.42 2347 3940 3755 1407 455
22.42 2350 3934 3757 1407 454
22.43 2356 3924 3761 1409 454
22.43 2344 3907 3761 1418 454
22.44 2331 3909 3753 1421 454
22.44 2361 3909 3769 1419 452
22.44 2348 3908 3776 1414 454
22.45 2349 3876 3783 1419 453
22.45 2335 3889 3774 1412 450
22.45 2338 3891 3784 1430 457
22.46 2344 3882 3777 1433 454
22.46 2344 3908 3787 1439 456
22.47 2331 3897 3795 1453 458
22.47 2322 3898 3800 1453 463
22.47 2315 3897 3799 1446 461
22.48 2300 3888 3811 1433 460
22.48 2281 3869 3804 1444 464
22.48 2298 3870 3805 1456 465
22.49 2286 3885 3803 1462 468
22.49 2283 3876 3804 1474 469
22.49 2307 3867 3806 1467 469
22.5 2304 3881 3810 1468 471
22.5 2306 3888 3822 1466 480
22.51 2278 3895 3823 1480 482
22.51 2268 3890 3825 1477 476
22.51 2242 3883 3815 1488 480
22.52 2239 3889 3810 1496 480
22.52 2227 3900 3798 1489 482
22.52 2235 3899 3816 1485 483
22.53 2212 3899 3811 1476 488
22.53 2224 3894 3801 1477 488
22.53 2212 3901 3811 1485 489
22.54 2231 3898 3836 1477 486
22.54 2220 3909 3842 1475 488
22.55 2229 3898 3837 1473 485
22.55 2218 3896 3834 1476 490
22.55 2226 3899 3811 1498 492
22.56 2232 3883 3816 1511 494
22.56 2194 3882 3825 1507 492
22.56 2162 3885 3824 1512 491
22.57 2169 3880 3835 1502 488
22.57 2172 3900 3839 1504 489
22.58 2178 3899 3863 1493 491
22.58 2150 3891 3879 1494 494
22.58 2167 3885 3878 1484 492
22.59 2158 3891 3893 1490 492
22.59 2140 3878 3901 1484 491
22.59 2148 3884 3905 1490 497
22.6 2146 3881 3916 1482 497
22.6 2116 3873 3926 1491 500
22.6 2088 3886 3917 1505 504
22.61 2115 3893 3933 1501 502
22.61 2103 3887 3948 1502 504
22.62 2099 3890 3946 1496 509
22.62 2103 3883 3937 1496 505
22.62 2096 3870 3949 1502 505
22.63 2120 3866 3948 1500 500
22.63 2109 3863 3934 1502 502
22.64 2118 3865 3938 1501 502
22.64 2110 3861 3946 1501 510
22.64 2095 3873 3944 1497 509
22.65 2090 3875 3942 1502 509
22.65 2103 3870 3952 1504 517
22.65 2113 3840 3952 1498 509
22.66 2109 3840 3960 1502 507
22.66 2110 3820 3964 1504 510
22.66 2117 3803 3969 1498 513
22.67 2087 3796 3967 1494 512
22.67 2102 3784 3971 1504 507
22.68 2124 3784 3988 1501 507
22.68 2135 3792 3995 1496 506
22.68 2137 3799 4002 1502 506
22.69 2138 3812 4011 1504 509
22.69 2132 3819 4021 1500 502
22.69 2118 3816 4001 1508 499
22.7 2117 3812 4006 1519 492
22.7 2117 3798 4020 1514 497
22.71 2091 3801 4038 1527 501
22.71 2080 3815 4038 1528 497
22.71 2083 3792 4049 1529 495
22.72 2077 3806 4049 1522 496
22.72 2064 3813 4044 1514 497
22.73 2064 3799 4048 1513 502
22.73 2043 3795 4057 1519 500
22.73 2040 3783 4052 1529 500
22.74 2057 3796 4044 1534 493
22.74 2044 3777 4046 1531 500
22.74 2052 3775 4054 1540 499
22.75 2036 3770 4057 1537 502
22.75 2035 3775 4070 1533 505
22.76 2032 3779 4054 1534 509
22.76 2022 3774 4059 1530 501
22.76 2004 3780 4058 1534 504
22.77 2009 3768 4064 1539 500
